"sbd","van","ngoaingu","toan"
47364,7,3.75,6.5
47366,6.5,1.75,2.75
47367,7,1.75,5
47368,8.25,4.75,4
47369,6,1,4
47370,5.75,4,6
47371,7.5,5.25,6.5
47372,6.5,4.5,3.25
47373,5.75,3.25,4.75
47374,3.75,3.75,4
47375,6.5,3.25,5.5
47376,5,4.5,5.5
47377,5.25,2.5,4.75
47378,6.5,8.25,6.75
47379,7.25,3.5,4.5
47381,7.5,5.5,5.5
47382,5.5,3,4.25
47383,6,4.25,4.25
47385,6.25,3.75,6.5
47386,7.25,4.5,5
47387,6.75,7.5,5.25
47388,8,7,4.75
47390,7.25,6.25,5
47391,6,2.25,4.5
47392,7.5,5.5,5.75
47394,5.75,3.25,4
47395,7.25,6.5,7.75
47396,6.5,5.5,6
47397,8,6,5
47398,7,5.75,6.5
47399,5.75,2.75,4.25
47400,5.25,2.75,4
47401,7,3.5,6.5
47402,7.75,4.75,3
47403,7.5,7.75,6
47405,5.5,5.25,2.25
47406,8.25,5.5,4.75
47407,7,6,3.5
47408,6.5,2.5,5
47409,6.75,6.25,6.5
47410,6.5,3.25,3.75
47411,6.25,2.75,4.75
47412,6,4.25,5
47413,7.25,5,5.5
47414,6.5,2,6.25
47415,5.5,3.5,4.5
47417,5,4.5,3.25
47418,6.5,2.5,5
47419,6,2,3
47420,8,7.5,7.75
47421,6.75,3.5,4.75
47422,7.25,3.5,4.5
47423,7.25,5.25,6
47424,6.5,3.5,5.25
47425,6.5,3.5,6.75
47426,7,2.5,3.5
47427,5,3,5
47428,6.5,3,4
47429,6,7.25,7
47430,6.5,3.25,4
47431,6,5,5.5
47433,7,4,6.75
47434,7.25,3.75,4.5
47435,8.5,9.5,6
47436,5.25,2.75,3.75
47437,4.75,2.75,4.75
47438,5.5,4.75,1
47439,7.25,4,4.75
47440,6,4,3.75
47441,6.5,6.75,4.75
47442,6.25,3.5,5
47443,6.25,5.75,7.75
47444,6.25,2.25,5.5
47445,5.25,5,4
47447,7,6.25,4
47448,6.75,4,4.5
47449,5.75,3.25,3.25
47450,5,2.75,3.75
47451,4.75,2,4.5
47453,5.75,7.75,4.75
47456,6,3.5,3.5
47458,6.75,4.75,5
47459,6.25,3.25,5
47461,8.5,10,7.75
47462,6,3.5,2
47463,5.5,5.5,4
47464,6,5.75,5.25
47465,6.75,5.5,5
47466,6.75,3.5,4.25
47467,7,4.5,5.25
47468,7.75,5.75,6
47469,5.75,3,2.75
47470,7.75,3.75,2.75
47471,7.5,3.5,4
47472,7.25,6.75,4.25
47474,5.25,2.75,4.25
47475,7.25,4,4
47476,5.25,1.75,4.25
47477,8.75,7.25,6.5
47478,8.5,10,6.25
47479,7.5,2.5,3.5
47480,6.5,3.75,6.75
47481,5.75,2.5,5.25
47482,6.5,4.5,5.5
47483,6.75,3.5,4.75
47487,8.25,8,7
47488,5.75,2,5
47489,7.5,6.5,7.75
47490,7,4.5,5.5
47492,7.5,2.75,3.5
47493,7.25,3,2
47494,6.75,7.5,5.75
47496,6,4.5,3
47497,6.5,8,6.5
47498,7.75,2.5,4
47499,6,4.5,3.75
47500,6.25,3,5.5
47501,6.5,3,2.75
47502,6.75,2.75,2.5
47503,7,3.5,4.5
47504,5.5,2.75,4
47505,6.5,3.25,4.5
47506,6.25,4.5,5.5
47507,6.5,2,4.75
47508,5,5.5,5.25
47509,6.25,2.75,4.75
47511,6.25,3.5,4.25
47512,5,3.25,5
47513,5.5,4.5,3.75
47514,7,3.5,5
47516,5.5,3,5
47517,8.25,8.25,7
47518,6.25,1.25,5
47519,6.25,4,5
47520,5.5,4.75,6.75
47521,5.75,3.5,3.25
47522,6.25,2.5,5
47523,5.75,3,4.75
47524,5.25,3.75,4.25
47527,5.75,2.25,3.75
47528,5.5,2.5,4
47529,6.75,8.25,2.75
47531,7.75,6.5,6
47532,6,3,5.5
47534,5.25,3,3.5
47535,5,3.25,4
47536,7.75,5.5,6.75
47537,7,5,3.25
47538,7.75,7,7.5
47539,8.25,7.5,7.75
47541,6.25,5,5.25
47542,6,2.75,4.5
47543,6.25,4.25,4.75
47544,6.5,2.5,3.5
47545,6.75,3.25,4.25
47546,4.75,3.5,2.75
47547,6.25,3.5,5
47548,6.75,6.5,6.5
47549,6,7,3.5
47550,7.25,5,4.25
47551,5.75,3.5,5
47553,6.5,5,5.5
47554,5.5,2,4
47555,3.75,4.75,3
47556,6.25,2.75,3.75
47557,5,2.5,3.5
47559,6.5,3.25,5
47560,7,4,4.25
47561,6.25,3,3.25
47562,7.5,5,5
47563,7.5,5.5,7
47564,7.25,3.25,4
47565,7.5,6.25,5
47566,8.25,7,7
47567,6,4.25,5
47568,6,4.25,5
47570,6.5,3.5,5
47571,7.5,2.75,4.75
47572,6,5.75,6.75
47574,7,2.75,4.5
47575,7,4,5
47576,9,7.25,5
47577,6.75,4,2.75
47578,8.75,8.25,6.25
47579,8.25,4.75,4.75
47580,8,7.75,6
47581,6,2.25,5
47582,6.5,7.25,3.5
47583,6.5,4.5,4.5
47584,4.75,3,5
47585,6.75,7,5.75
47586,6.5,3.75,4.25
47587,5,3.25,2.75
47588,6.25,4.25,2.75
47589,5.25,3.25,4.25
47590,6.25,7,6.25
47591,6.25,3.75,5.75
47592,5.5,3,4.25
47593,7,3.75,5.75
47594,6.5,6.5,3
47595,7.5,3.5,4.75
47596,5,3.5,4.75
47597,7,3.25,4.75
47598,7,5.75,3.5
47599,5.5,5.75,7.25
47600,5,7.5,6
47601,6.5,7.5,8.75
47602,6.25,5.75,3.5
47603,7,7.25,6
47604,6.75,3.75,4.25
47605,7.5,5.5,4.25
47606,8.25,4.5,6
47607,6.75,3.25,2
47609,6.5,8,3.75
47610,6.75,6.75,4.25
47611,6.25,4,5
47613,6.5,7.5,4.25
47615,6.75,3.25,3.5
47616,5.25,3.75,5
47617,5.75,1.5,4.5
47618,6.25,2.25,5.5
47621,7.75,3.25,3
47622,6.75,5,4.5
47623,6,4.25,3.5
47624,7.5,5.75,7.5
47625,5.75,2.75,3
47626,6.75,6.25,3.75
47627,6.75,3.75,3.5
47628,7.25,6.75,6.75
47629,6.5,3.5,6.5
47631,7.5,4.25,7.75
47632,6,3,2.5
47633,6.75,1.75,2.5
47634,7,3.75,5.5
47635,4.5,3.25,5
47637,8,5.5,5.25
47638,8.25,8.25,8.25
47639,7,3.25,3.75
47640,7.5,5.25,3.5
47641,7.75,6.75,4
47642,6.25,2.5,4.75
47644,6.25,3,5
47645,6,3,2.5
47646,7.5,5.25,6
47647,6.25,4,4.5
47649,6.25,2.75,2
47650,7.5,7.75,4.75
47651,5.25,3,4
47652,5.25,3.25,2.5
47653,5.75,2.75,3.5
47654,6,5,4.5
47657,6.5,4.25,4.25
47659,6.75,2.5,5.25
47660,6.75,5.25,5
47661,7,2.5,4
47662,6.5,2.75,4.25
47663,6.75,3.25,2.75
47665,6.75,4.5,4
47667,7,6.25,6.5
47668,5.75,2.75,3.5
47670,7,2,4.25
47671,6.25,2,2.75
47672,5,3.5,3.25
47673,4.75,3.25,4.25
47674,6.75,5.5,5
47676,4.25,3,4.5
47677,6.75,1.75,2.75
47678,6,2.25,4.25
47679,5,4.25,4.5
47680,7,5.75,6
47681,5.5,2.75,3.25
47683,5.5,5.5,4
47684,5,3.75,4
47685,6.25,2.75,5
47686,6,3,5.5
47687,6.25,3,3
47688,6.25,7.25,7
47690,8.25,7.5,5.5
47691,6.75,4.5,4
47692,7.25,5,5
47693,8.25,4.75,6.5
47694,7.75,3.75,2
47696,5.5,4,3.75
47697,8.5,5.25,6
47698,6.75,5,5.25
47699,6.5,2.25,2.75
47700,7.25,7,6
47701,7.25,3,2.75
47702,5.5,3.25,3.75
47703,3.75,5.25,3
47705,7,9.25,5.25
47706,6.75,2.25,4.25
47707,5,5.25,3.25
47708,6.25,2.75,5
47709,6.25,2.5,3
47710,5.5,4,2.75
47711,6.25,3.75,3.25
47712,6.25,2.75,5.5
47713,6.75,2.5,6
47714,6.5,3.75,4
47715,6,3.75,5
47716,5.25,3.75,5
47717,5.75,2.75,4.25
47718,7.5,7.75,6
47719,6,6.25,5.5
47720,8,7.25,6
47721,6.75,2.5,2.75
47722,6.75,4,4.25
47723,7.25,4.5,6.5
47724,6.75,3.25,4.5
47726,7.25,2.75,4
47727,6.5,3.75,4
47728,6.75,5,2.25
47729,6.5,3.5,2.5
47730,5.75,4.25,2.75
47731,6.75,2.75,4
47732,6.25,1.75,4.25
47733,7,3,4
47734,7,2.5,4.75
47735,6.25,3.25,4.25
47736,7.25,5.75,6.5
47737,6.75,2,3.75
47738,5.75,2.75,4.25
47739,7.75,7,5.5
47740,7,2.75,3
47741,7.25,6.25,6.5
47742,7.25,2,4.75
47743,7,2.75,3
47744,6.75,3.75,3.75
47745,6.5,2.25,4.75
47746,6.75,4.5,2.5
47747,7.5,4.25,5
47748,6.75,2.5,3.5
47749,5.5,2.5,5
47750,7.25,6.5,6.5
47752,7,3.75,4.5
47754,7.5,4,5
47755,7.5,4,5
47756,7.5,2.75,6
47759,6.5,4.5,2.25
47760,5.5,3.25,2.75
47761,7,7.25,5
47763,7.5,4.25,6
47764,6.5,4.75,5
47765,6.75,2,4.25
47766,7.5,6.5,6.5
47767,7,3.25,2.75
47768,6.75,6.25,5
47769,6.5,3.5,3
47770,5.75,4.75,5.25
47771,5,3,3.25
47772,6,2.5,3.25
47773,7.25,4.25,1.75
47774,7.5,5.5,4.25
47775,7.5,5.25,2.75
47777,6.75,4,4.25
47779,6.75,7.5,5
47780,6.5,6.5,5
47781,5.25,3.5,5
47782,7,6,5.75
47783,7,7,6.75
47784,7.5,7,6.75
47785,6.5,4,2.5
47786,5,4.5,3.75
47787,7.5,3.25,4.25
47788,7.25,5.25,6.5
47789,6.25,5,3.5
47791,6.5,3.5,6
47792,7,3.75,5
47793,6.5,3.25,5
47794,7.75,7.25,5.5
47796,5.75,2.75,2.75
47797,6.5,1.75,3.25
47798,7.75,6,6.5
47799,6.25,3.5,2.25
47800,7.75,3.75,6.5
47801,7.75,4.75,5
47802,7.25,2,4.25
47803,7.25,3.5,4
47804,7.5,6,6.5
47805,4.5,4,5.25
47807,6.25,3,3.5
47808,8,1.25,5.25
47809,6,3.5,3.5
47811,6.75,2.5,4.25
47813,5.75,3.75,5
47814,6,3.25,5
47815,7,6.5,8.25
47816,5.75,4,1.75
47817,4.75,3.75,2.75
47819,6.5,5,5.75
47820,6.75,3.25,6.5
47821,6.75,5.75,5
47822,5.5,1.75,4.25
47823,8,6.25,6.75
47824,7.5,5.25,5.5
47825,6.25,3,3.75
47827,8,6.5,6.75
47828,6.75,4,5
47829,6.25,4.5,3.25
47830,5.75,5.25,4.5
47831,6.5,3,5
47832,6,4.25,5
47833,7.5,4.75,5
47834,7.5,4,4
47835,6.75,4.5,6.25
47836,6.25,3.5,5.5
47837,6,1.25,4.5
47838,6.75,6.25,7
47839,6.5,7.5,7.5
47840,6.5,1.5,4.75
47841,6.5,4.75,5
47842,6.25,2.5,4.25
47843,6.5,2,3.5
47845,8,6.75,5.5
47846,7,3.75,5
47847,8,5.75,6
47848,7,5,5
47849,7.25,4,5.75
47850,8.5,5,6
47851,7.25,5.25,5.5
47852,5.75,3.75,4.25
47854,7.25,3,6
47855,7.5,6,4.25
47856,6,2.75,3.5
47857,8,8.25,5.75
47858,7.5,5.5,5.5
47859,7.75,1.25,3.5
47860,7.5,5.25,7
47861,6,2.5,4.75
47862,7,4.25,5
47863,6.5,3,4
47864,5.25,2.25,3.75
47865,7.5,5.25,4.5
47866,6.5,3.75,2.75
47868,7.25,2.5,2.75
47870,5.75,3,4
47871,8.5,7.75,6.75
47873,8,8,8.5
47874,7.5,5.5,4
47875,5.5,4.5,3
47878,5.25,3,5
47879,5.25,2.5,5
47880,5.5,4.75,4.25
47881,6.75,4,4.25
47882,6.75,2.5,4.25
47883,5.5,2,3.5
47885,7,3,6.25
47886,7.5,4.5,5
47887,7.25,4.5,4
47888,7.25,3.5,5.25
47889,7.25,5.75,8.5
47891,5.75,3.25,4
47892,6,2.25,5.5
47893,5.5,2.25,4.25
47894,8,8,3.75
47895,5.5,3.5,4
47896,6.5,4.5,4
47897,7,9.25,7.75
47898,6.25,4.5,4.75
47899,7.5,4.25,5.5
47901,6.75,5,5
47902,6,3.75,4.25
47904,6.75,4.25,4
47905,8.75,4.75,5
47906,6.75,2.5,5
47907,7,2.75,4
47908,7.5,4,4.5
47909,6.25,7,6
47910,7,4.5,6.75
47912,6,4,2.75
47913,6,4.5,5
47914,5.25,4,3.25
47915,5.75,3.25,4.5
47916,7,5.5,7
47917,6.75,7.25,4.25
47918,6.75,4.75,5
47919,6.75,4.75,3.5
47921,6.25,5,5.5
47922,6.5,3.75,1.5
47924,6.75,6.25,4
47925,7.5,7.5,7
47926,7.5,4.5,5.5
47927,6.5,5.5,3.75
47928,6.5,3.75,2.5
47932,7.25,3,3
47933,6.75,2,3.75
47934,7,6.75,3.25
47935,7.5,3.5,1
47936,7.25,7.5,5
47937,7,5.25,4.25
47938,7,4.75,4.75
47939,6.5,5,5
47940,8,6.5,6
47941,7.25,2,5.5
47943,8,4.25,4.5
47944,7,2.5,3.25
47945,7,4.25,3.5
47946,8.25,3.75,4.75
47947,7.25,3.5,3.75
47948,7.25,6,4.75
47949,7.25,3.25,4
47950,7.75,3.75,3.25
47951,6.75,7.75,3.75
47952,7,6.75,5
47954,7.5,3.5,5
47955,7,3.5,4.5
47958,7,2,2.75
47959,7.25,5.5,4.75
47960,8.5,3,5.5
47961,7.5,3.75,3.5
47962,8,2.25,0.75
47963,6.75,2.25,2.75
47964,6.75,6,4.5
47965,6.75,4.75,5.5
47966,6.5,3,3
47967,7.25,4,4.25
47968,7,3.25,5.75
47969,6.25,3.25,4
47970,4,2.75,4.25
47971,7,4.25,3.25
47972,4.75,6,4.25
47973,7.75,5.5,4
47975,6,2.5,3.25
47976,5.5,2.75,4.25
47977,7.5,3.75,4
47978,4.75,3,3.5
47979,7.75,8.25,7.25
47980,6.5,3.75,4.25
47981,6.5,3.75,4
47982,6,3.5,2.75
47983,7.25,4,4.5
47984,6.25,7.75,6.25
47985,5.5,4.25,5.5
47986,6,3.5,3.25
47987,4.75,2.5,5
47988,6.25,3.25,3.25
47989,6.5,2.75,3.25
47990,7.25,5.25,3
47991,6.5,4.25,4.25
47992,6,4.5,5.25
47993,7,3.5,4.75
47994,7.25,3.25,3
47995,6.75,4.25,4
47996,7.5,4.75,5
47997,6,4,3.75
47998,6.75,4.25,4.75
48001,6.75,5.75,5
48002,6.5,5.25,5
48003,7.75,9.25,6
48004,7,7.5,7.75
48005,6.25,4.75,4.75
48006,5.25,3.75,3.5
48007,8,7.25,6
48008,7.75,8.75,6.25
48009,7.75,8.75,6.75
48010,6,4,2.25
48012,8.25,6.25,6.5
48013,7.5,5.75,4
48014,7.25,3.5,3.5
48015,7.25,4,3.75
48016,7,7.75,5
48017,7.25,7.25,4.75
48018,7.25,6.5,3.75
48019,6.25,3.25,2.75
48020,6.25,3.5,3.5
48021,7.25,1.75,3.25
48022,5.75,2.25,4
48023,9,7.25,5.25
48024,7.75,5.5,4
48025,6.75,3.25,5
48026,8.25,3.5,4.5
48027,7,3.5,3.5
48028,6.25,2.75,4.25
48031,6.75,2,3.75
48033,7.5,4,4
48034,6.75,3.5,2.25
48035,7,3.75,3.75
48036,7,6,4.75
48037,7.5,6.25,4.25
48038,7.5,5.25,4
48039,7.25,8,8
48041,6.5,5.5,2.5
48042,7.5,7.25,5.75
48043,5.5,3.25,7
48044,6,2.5,4
48045,5.25,5.75,3.5
48046,6,6.25,3.75
48047,8,3.5,2.25
48048,8.5,7.75,8
48049,8,7.25,4.25
48050,7,4,4.5
48052,6.5,3.5,4
48053,6.5,3.5,4
48054,6.5,2.75,4.25
48056,5.25,3.25,3.5
48057,7.25,4.75,3
48058,6,3.25,5.25
48059,5.25,3.25,4
48060,5.75,4.75,7
48061,7.25,5.75,7
48063,6.5,4.75,4.75
48064,7,2.5,3.5
48065,6.5,2.75,3.5
48067,7.25,6.5,7
48069,7.5,8.25,7.25
48070,5.5,2.25,4
48071,6,3.75,3.5
48072,6,2.25,3
48073,7.25,7.25,5.5
48074,7.25,4,2.5
48075,6.25,3,3.25
48077,6.75,3.5,4.5
48078,6.5,5.75,4.5
48079,6.5,3.25,1.5
48080,6.75,5.75,5
48081,6.75,4.75,4.5
48082,7,5.5,4.75
48083,5.75,6,4.75
48084,6.5,6.75,5.25
48085,6,4,3
48086,6.5,6.25,5
48087,5.25,2.75,3
48088,6,4,4.5
48090,6.5,4.25,3.5
48091,6.25,5.25,3
48092,6.5,2.5,5.5
48093,7.25,4.75,6
48094,6.5,4,4
48095,6,4.75,4
48096,6.25,4,3.75
48097,7.25,6.5,6
48098,8,6.5,7
48099,7,7.25,6.75
48100,8,5.25,7.25
48101,5,4,2.75
48102,6,5.5,3.25
48103,8,4,4.75
48104,7.25,6.25,2.5
48105,6,5.5,5.25
48106,5.5,6.75,6.25
48108,8,9.75,7.25
48109,6,2.25,3.5
48110,5.5,6.75,6.75
48111,6.25,2.5,5
48112,6,7,6.25
48113,6.75,4.5,5
48114,5.5,9.25,5.25
48116,6.25,2.5,4
48117,6.5,6,7.25
48118,6.75,8.25,6
48119,5.75,4.25,5.5
48120,7.25,8.5,6.25
48121,6.25,2.75,5
48123,5,2.25,4
48124,6,3.25,3.75
48125,6,3.75,4.5
48126,6.5,4,3
48127,5.75,3,2.75
48128,6.25,6.5,6.5
48129,6.25,7.5,4.5
48131,6.25,2.75,3.75
48132,5.75,2.75,4
48134,6.5,3.75,3
48135,7.75,5,7.5
48136,5.75,3.25,3.25
48137,6.5,2.5,3.25
48138,4.5,4,3.25
48139,6,4.5,4.25
48140,6.25,7.75,5.25
48141,6.5,5.25,3.75
48142,7.75,3.5,6.5
48143,4.75,3.75,4
48145,7,8.25,7
48146,5.75,4.5,6
48147,5.75,5,2.75
48148,6.5,5.75,5
48149,6.5,3.75,5.5
48150,6.5,8.5,6
48151,6,4,7.25
48152,6,3.75,3.25
48153,6.75,3.25,5
48154,6.25,3.5,2.25
48155,7,2.5,2.25
48156,7.25,4.75,5.5
48157,7.75,9,8.25
48158,6.5,7.25,6.25
48159,7,4.75,5.5
48160,6.5,3.25,3
48161,7.5,7.5,5.25
48162,5.75,4,5.5
48163,6,3,2
48164,5.5,3,4
48165,7,2.25,3.25
48166,7,3.75,5.5
48168,5.5,3.5,2
48169,5,6,3
48170,7,6,3
48171,7.5,8.75,7.5
48172,4.5,3.5,4
48173,7,4,4.5
48174,6.5,3.75,4
48175,6.75,7.25,5
48176,6.5,5.75,4.5
48177,6,7.75,6.5
48178,4.5,4,3.75
48179,5.75,3,3
48180,6.25,6.75,4.25
48181,5.5,6.75,2.25
48182,5.75,6.25,5
48183,6,4.75,5.75
48184,7,4.5,5
48185,6.25,6.25,4
48186,7.25,6.25,6.75
48187,5.75,6.25,5
48188,6.5,5.75,6
48189,6.5,6.25,6
48190,6.75,7.5,7
48192,6.25,2,3.25
48193,7,6,6
48194,6.5,3.5,5
48196,4.25,3.5,4
48197,5.75,5,5
48198,7.75,5.75,4.5
48199,6.75,6.25,4.75
48200,8,7.25,8
48201,7,2.75,4
48202,8,6.5,6.25
48203,6.25,4,5
48204,5.75,2.5,4.25
48205,7,2.75,5
48206,6,5.75,5
48207,4.75,3.25,3
48208,6.75,3.75,5
48209,7,6.75,6.75
48210,7,5.75,4
48211,8,4.25,5
48212,6.75,2.75,2.5
48213,7.25,4.75,5
48214,8.25,8.25,5.25
48215,8.25,5.25,5.5
48216,6,4.75,2.5
48217,6.75,5,4.75
48218,7.75,4.75,6.75
48219,8,3.75,4.25
48220,7.25,4.75,5
48221,8.5,6.5,5.5
48222,7,3.5,5
48223,7.25,4,4.25
48224,7.25,3.5,4.25
48225,7,3.75,5.75
48226,7.25,4,4.25
48227,6.25,3.5,4.25
48229,6.25,6.25,4
48230,6.25,3,4
48232,6.75,5.75,5.25
48233,6.75,4.75,7
48235,6.25,5.75,5
48236,5.75,7.25,8
48237,6.5,3.75,4
48238,6,4,4.75
48239,5.5,4,2
48240,8,4.75,6.5
48241,6.5,3.75,4.75
48242,7.75,4.5,4.25
48244,7.5,8.75,6.75
48245,5.5,4.75,3.75
48246,6.5,2.75,2.25
48247,6,6,3
48248,6.75,6.75,5
48249,8,6,5
48251,6.5,6.25,3.75
48252,7.75,3.75,6.5
48253,7.25,3.5,3.5
48254,7.25,4.5,5
48255,8,5.5,4.5
48256,7.5,3.75,4
48257,7.5,2,1.5
48259,6,2.5,2.75
48260,7,3.25,3.5
48261,7,3,2.75
48262,5.75,3.75,4.75
48263,7.25,5.5,5.5
48264,6.5,4.25,4.75
48265,6,5.25,5.5
48266,7.25,5.25,5
48267,8.5,4.75,4.5
48268,6.75,6.25,6.5
48269,5.75,3.75,3.75
48270,8,5.5,7.75
48271,6,5.75,5.5
48272,6,4,4
48273,8.5,5.75,8
48274,5.25,3.75,3.25
48275,6.25,4.5,4.25
48276,6.5,5.75,5.25
48277,7,6.5,5.25
48278,6.25,3.75,8
48279,6.25,2.5,4.25
48280,7,6.25,3.75
48281,6.5,5.25,6
48282,5.75,4.25,5
48283,5,2.75,3.5
48284,6.25,6,5
48285,4.75,3.75,4.25
48286,6.25,4.25,5
48288,5.25,5.75,5
48289,7.25,8.25,7.25
48290,6.5,6.25,3.5
48291,4,5.25,3
48293,5.75,2.5,3.75
48294,5.25,3.75,4
48295,5.5,6,3.25
48296,6,6.25,3.75
48297,6,4.75,3.25
48298,8,8.75,7.25
48299,4.25,4.75,3.5
48300,5.75,5,2.5
48301,6.25,3.25,7.25
48302,8,5.75,6
48303,7.5,5.5,2.25
48304,7,2.75,3.5
48305,5.5,3.75,2.5
48306,6.5,4.5,4.75
48307,7.25,5,7
48308,6.75,7.5,6
48309,5.25,3,5
48310,5.75,3,3.25
48311,8.75,9.5,6.75
48312,6.5,2.75,3.5
48313,8.25,7.75,7.25
48315,6.25,2.5,4.5
48318,6.75,4.25,4
48319,5.25,6.5,1.75
48320,7,7.5,5.5
48321,4.75,4,3.5
48322,7.5,5.75,7.5
48323,6.25,8.25,3.5
48324,6.25,2.75,3
48325,6,3.25,3.25
48327,6,3.5,4.75
48328,6,5.25,3.25
48329,6.5,7.5,2.75
48330,6.5,4.25,3.75
48331,6.5,5.25,3
48332,6.5,3,5
48334,8.25,8.25,7.25
48335,6.5,2.5,2.75
48336,4,5.25,4.5
48337,8.5,5.75,5
48338,9,9,6.5
48339,6,1.75,3.25
48340,6.25,5.25,3.25
48341,8.5,7.25,6.75
48342,6.5,4.75,4.75
48343,6.75,5.5,2.5
48344,7.25,6,5.5
48345,7.5,6.25,5
48346,4.75,4.5,3.75
48347,7,4.25,5
48348,7.25,8,6
48349,7.75,2.25,2
48350,8.25,3.25,3.25
48351,7.75,4.5,4.5
48352,7.75,6.25,5.5
48353,8.5,8.5,7.25
48354,7.75,7.25,4.75
48355,8.25,8.5,7.25
48356,6.75,6,4.75
48357,7.25,1.75,5
48358,6.75,3.25,6.5
48359,6,2.75,3.5
48360,7.5,6.75,7
48361,4.75,1.5,4.75
48362,7.25,5.5,3.75
48364,6.75,1.5,4.25
48366,7,8.25,6.5
48368,6.75,4.25,4.25
48369,7,3.75,3.5
48370,6.75,5.75,2
48371,6.75,4.5,3.25
48372,6.25,4,2.75
48373,6,6.75,4.5
48374,5.25,3.75,4
48375,5.75,4.75,4.5
48376,6.75,4.75,4.25
48377,5.5,3.5,4
48378,6,2.75,2.5
48379,6,5,6.25
48380,7.25,6,4.25
48381,6.25,3.75,5.5
48382,5.5,2.75,2.75
48383,5.75,7,5
48384,5.75,3.5,3.25
48385,7.75,4.25,7.75
48386,5.75,3.5,4.25
48387,6.75,3.5,4
48388,8,4,4.25
48390,6,3.75,3.75
48391,6.75,3.75,4
48392,8,8.5,6.75
48393,8,4.25,4.25
48395,4.75,4.5,5.5
48396,6.75,3.5,4
48397,6.75,4.25,3.5
48398,6.75,5.75,5.25
48399,7.25,1.25,3
48400,6.75,8.25,5
48402,7,6.25,8
48403,5,4,2.75
48405,6.25,2.75,2.5
48406,6,4.75,4
48408,5.75,3.5,2.75
48409,6.5,4.5,6.75
48410,6.5,5.5,4
48411,5.5,7,6.75
48412,5.25,4.5,4.25
48413,4.25,5.25,1.5
48414,5.5,2.75,3
48415,5,4.75,4.25
48416,5.5,7.25,4.75
48417,5.75,6.25,3.75
48418,6.25,2.5,5.25
48419,4.25,3,3.75
48422,7,5.5,5.5
48423,6.5,4.5,4.25
48424,6.5,3,3.25
48426,7,2.75,2.25
48427,8,5,5.25
48428,7,2.5,2.75
48429,7,3.25,3.25
48430,7.25,6,6.25
48431,7,5,5
48432,7.25,3.75,4.75
48433,6.75,1.25,3
48434,6.75,4.25,5
48435,7.75,3,4
48436,6.5,6.75,6.25
48437,6.25,2.75,4
48438,6.75,6,5.5
48439,6,3.5,4
48441,6.75,6,7.25
48442,6,3.25,6.5
48443,6.75,3.5,4.25
48444,7.25,9,6.75
48445,7.5,4.25,5.75
48447,5.25,3.25,3.25
48450,6,5,4.5
48452,7.25,2.75,4.25
48453,7.5,5.5,4.25
48454,7.25,5,6
48455,6.25,2.5,4
48456,7.5,8.25,6.75
48457,6.25,3,4.25
48459,5.75,3.5,3.25
48460,7,2.75,4.75
48461,6.5,2.5,2.5
48462,7.5,7.5,6.25
48463,4.5,4.75,4
48464,8.25,7.25,4.25
48465,7.75,5,4
48466,7.25,8.5,6.5
48467,7.75,3.25,3.25
48468,6,3.5,3
48469,8,7.25,7
48470,6.75,5,7.5
48472,8,7.25,4.75
48473,8,6.5,6.75
48474,6.5,5.25,5
48475,5,3.75,3.75
48476,6.75,2.5,2
48477,6.75,5.25,4.75
48478,6.25,2.5,2.25
48479,7.25,5.75,6.25
48480,7.5,6,6.25
48481,7.25,4.25,4.25
48482,6,2.25,4.5
48483,6.5,4.25,4.5
48484,6.75,3.25,3.25
48485,6.25,4.25,5
48486,5.25,4.5,3.25
48487,6.25,3,2.25
48489,6.75,7.25,7
48490,8,4.5,7.75
48491,7.75,5.5,7
48492,5.25,3.5,5.5
48493,5.75,2.5,2.75
48494,7,4.5,3.25
48496,5.5,4.5,4.5
48497,5.75,4,3.5
48498,4.5,3.75,4.75
48499,5.5,6,2.5
48500,7.25,8.25,7.5
48501,6.75,7,5.5
48502,7,4,6
48503,7,4.5,6.5
48504,6.75,2.5,4.5
48505,5.75,3.75,3.5
48506,6,2.5,2.5
48508,6.75,2.75,4.75
48509,6.25,4,7.25
48511,6.5,4.25,5
48512,4,3.75,4
48513,6.75,6.25,5.5
48514,6.25,2.25,5
48515,6.25,3,3.5
48518,5.5,3.5,3.5
48519,5.75,3.75,3.25
48521,7.25,8,6
48523,6,3,4.5
48524,7.75,8,7
48525,6.75,7.5,4
48526,6.75,3.25,2.75
48527,8,6,3.75
48528,6.75,3.75,3.5
48529,6.5,3.5,3.25
48530,7.25,4.75,4
48531,5,2,4
48532,5.5,1.75,4
48533,6.5,4,3.25
48534,5,3.5,6.5
48535,6.5,5,2.75
48536,6.75,7.5,4.25
48537,6.5,4.75,5.75
48538,6.75,4,5.5
48539,7.25,3.75,5
48540,5.25,2.25,3.5
48541,8,3,3
48542,6.75,5,7
48543,7.75,3.25,3.5
48544,8.75,7.25,5.5
48546,6.5,6.5,4.75
48547,8,7.25,5.75
48548,6.5,2,2.75
48549,5.25,2.25,4.5
48550,6.25,2.25,4
48551,6,3.5,2
48553,6.75,2.25,5
48555,6.75,4.5,5.25
48557,8,8.75,6
48558,5.5,3.75,5
48559,8.25,4.5,5.25
48561,6.25,1.75,3.5
48562,6.25,6,3.75
48563,7.75,5.25,4.25
48564,7,4.5,5
48565,7.5,6.25,4.75
