"sbd","van","ngoaingu","toan","chuyen"
95266,7.75,8.5,7.75,1.75
95268,6.75,8.5,9,3.75
95269,7.25,6,7.25,1
95270,5.5,6.5,9,3.25
95271,5.5,7.75,9.25,3
95272,8,9.25,8,1.75
95275,7.75,9.5,8.25,1
95276,7.75,9.75,8.75,2.25
95277,7,9.5,7.5,0.75
95278,7.75,8.5,7.5,0.25
95279,7,9.5,7.75,1
95280,4.5,8.5,7.5,0.5
95281,6,8,8.75,3.5
95282,7.5,8.75,8,1
95284,6,6.5,7.25,2
95286,7,8,7.5,1
95287,7.75,9.75,8.5,4.5
95288,8,9.25,7.5,1.25
95289,7.25,8.75,8.75,3
95290,6.75,7.5,7.25,1
95291,7.25,8.5,8,2.5
95292,8.5,9.5,8.5,1
95293,8,9.75,9,1.5
95294,8.25,9.5,7.5,0.5
95295,7.25,6,7.75,0.5
95297,6.5,8,8,0.5
95298,6.75,4.5,7.5,0.25
95299,8,9,8.25,2.5
95300,7.25,9.75,8.75,3.5
95301,7.75,9.25,9,1.25
95302,7.5,8,8.25,4
95305,7.75,9,7.25,0.25
95306,7.5,9.75,8.25,2.5
95308,7.75,8.25,8.5,1.25
95309,7.5,5.75,8.75,4.5
95310,6.5,7.75,7.75,1
95311,8.25,9,8.75,1.5
95312,7.75,9,8,2.75
95316,8,8.75,6,2.75
95317,6.75,8.5,7,0.5
95318,8,8.25,8,3.25
95319,8,9.25,7.5,5.75
95321,7.5,9.75,7.5,5
95322,8,8,8,1.75
95323,7.5,8.75,8,0.5
95324,8.25,7.25,7.5,1
95325,8,8.5,8.75,2.25
95326,8,9.75,8,1.25
95327,7.75,9,8.5,2
95328,7.75,9,6.5,1.25
95329,7.75,9.75,8.75,2.5
95330,7.5,8,8.25,0.5
95331,7.25,5.5,8,0.75
95333,7.5,9.75,7.5,0.5
95335,6,7.75,8,3.25
95337,8,7.25,8,2
95339,8,8.5,6.25,0.75
95340,7,8.5,4.5,5.75
95341,7,8.75,4.25,5
95342,6.25,7.75,5.75,6.25
95343,7.75,9.5,8.25,6.5
95344,7,8.75,5.5,5
95345,6.5,5.5,3.25,2.25
95346,6,5.5,4,1
95347,6.75,6.25,7,3.5
95348,6.75,5.5,5.5,4.5
95349,7,7.5,4.5,6
95350,7.5,8.75,6.75,4.25
95351,7,7.5,4.75,3.75
95352,8,9,5,4.5
95353,6.75,8,5.75,5.25
95354,7.5,8,7.25,5.5
95355,6.5,9,4.5,5.25
95356,7,6.5,6.5,7.5
95357,7.75,8.25,6.75,6.25
95358,7,7,5,5.75
95359,7.25,9,6,7.5
95360,7.25,8.25,7.5,5
95361,5.75,6.25,4.5,7.25
95362,6.5,2,4.5,6.5
95363,6.5,8.5,6,4.5
95364,8,8.25,6,4.5
95365,6,6.25,4.75,2.5
95366,8,7,5,4.5
95367,7,8.75,7.25,5.25
95368,8.25,8.5,6.75,6
95369,8.5,6.75,7,5.5
95370,8.25,8.5,8,5
95371,8.25,9.25,5.25,4
95372,8.25,8.75,7.25,6.5
95373,8.25,10,7,6.5
95374,8.25,7,4.5,4.75
95375,8,9.5,6,5
95376,7.75,7.75,6.5,3.75
95377,7,6,6,4.25
95378,8.25,9.25,6.5,5.25
95379,8.25,9.25,6,6.75
95380,8.5,7.25,5.25,4.75
95381,8.75,7.75,6.5,6
95382,8.25,8.25,6,4.5
95383,8.5,9,4.5,4.25
95384,8.25,8.75,7.5,5.5
95385,7.75,7.25,6.25,3
95386,7,7.75,7.5,3.5
95387,8,8,7.75,5
95388,7,6.25,5,5
95389,7.75,5.5,5.75,5
95390,8.75,8.5,6,6
95391,8,7.5,7,4
95392,8,8.25,3.75,5.5
95393,9.5,6,3.5,6.5
95394,7.75,9,8,5.5
95395,6.5,6,4.25,4.5
95396,8.75,9,6.5,6
95397,8.5,6.25,4.75,6.5
95398,8.5,6.5,5,5.5
95399,9,7.75,8,6.5
95400,7.75,9.5,7,5
95401,7.5,7.75,5.5,5
95402,8.5,8.25,4.25,6
95403,7.5,7.25,4,5.5
95404,8,6,4.5,6
95405,8.25,9.25,6.5,6
95406,7.75,5,5.5,5.5
95407,9,9.25,7.25,6
95408,9,9,7.75,6.5
95409,8,8,8,6
95410,9,7.25,8.25,6.5
95411,8,6.75,4.25,4
95412,8,8.5,7.25,5
95413,8.25,8.75,6.25,5.5
95414,8.25,8,5.5,6
95415,7.25,7.75,3.75,5
95416,7.5,5.5,3.75,4.75
95417,7.5,6.75,8.5,5
95418,7.25,9.75,6,5
95419,6.75,9.75,8,5
95420,7.25,7.25,4,3.25
95421,9,3.25,6,6
95422,8,9.25,7.75,5.25
95423,8.5,6.75,6.75,6.5
95424,8.5,7.5,5.5,7.5
95425,7.75,6.75,4.5,5
95426,8,7.75,7,6.5
95427,8,8.5,6,6.25
95428,8.5,5.25,5.75,4.5
95429,7.75,6.75,6,4.5
95430,8.5,5.5,5,6
95431,8,7,6.75,6.5
95432,8,6.25,5.75,5
95433,8,9.25,7,5.5
95434,7.25,8.5,7.75,5.75
95435,7,8,6,2
95436,7.5,9,6,4.75
95437,8.75,9.75,8.75,7
95438,7.75,6.5,6.5,5.25
95439,6.25,6.75,7.25,3.5
95440,7,9.75,6,3.5
95441,8,9,7.5,3.5
95442,7,8.5,5.5,3.5
95443,7.5,8.75,6,3
95444,8,9.5,8.5,3.75
95445,6.75,7.5,6,4
95446,7.5,7.25,7.25,4
95447,8,8.5,6.75,7
95448,7.75,6.75,6,5.5
95449,8.25,9,6,4
95450,8.5,8.75,7.5,5
95451,7.5,5.75,7,5
95452,7.75,8,7.25,5.5
95453,7.25,7,7.25,5
95454,8.25,2.75,3.5,5.5
95455,8,7.25,7,6
95456,8.25,8,6.5,5
95457,8,3.75,4.5,5.75
95458,8.75,8.5,7,7.25
95459,7.75,9.75,7.25,4.25
95460,7.5,7,5.75,4.75
95461,7.5,7.5,7,5.25
95462,7.5,9,6,4.25
95463,7.25,6.25,7,5
95464,7.25,8,7,3
95465,8,9,6.5,6
95466,7.75,7.25,6.75,5.75
95467,7.75,8.25,8,4.75
95468,8,9,5,5.5
95469,7.5,7.75,5,5.25
95470,7.75,10,7.25,5
95471,7.5,7,5,7.5
95472,7.5,5,3.5,3.75
95473,8,7.5,6,5.25
95474,8.25,7.25,6.75,5.75
95475,7.5,8.5,6.75,6.5
95476,7.75,6.25,5.75,4.75
95477,7.25,8.5,7,5
95478,7.5,8,6,4.5
95479,7.5,8.5,3.75,6.25
95480,8.25,8.5,5.75,6
95481,8.25,7,4,5.75
95482,7.75,8,6.5,4.75
95483,7,6.75,5.25,4.5
95484,8.25,8.5,8.25,4.75
95485,8.75,6.25,1.5,5.75
95486,7.25,9.75,6.5,4
95487,7.25,10,7.25,3.25
95488,8.25,8.5,8,1.75
95489,7.5,9,5.25,2.5
95490,8,9.25,7.75,3.25
95491,8,9.75,8.25,4.25
95492,7.5,7,5.75,2
95493,7.75,10,7.75,4.5
95494,7,7.5,7,3
95495,6.75,9.75,6.25,3.25
95496,5.5,9.75,4.75,3.75
95497,7.25,9,7,2.5
95498,6.5,9.25,7,4.5
95499,5.75,7.75,4.25,3
95500,5,8,3.75,1.25
95501,8.25,8.75,8,3.25
95502,6.25,10,7.25,4
95503,8,9.5,6.5,3
95504,7.75,9.25,5.25,2.25
95505,7,9.75,5.75,4
95506,6.5,9,6,3.75
95507,7.25,10,5.75,2.5
95508,7.25,8.25,6,1.5
95509,7.75,9.75,7,3
95510,8.5,8.25,8,2.25
95511,8,9,6.5,2.5
95512,8.25,9.25,8,6
95513,7.75,9,6.75,2.25
95514,7.75,9.5,8,2.5
95515,6.75,8.75,6,2
95516,8,8,8,2
95517,8.5,9.5,8.75,4.75
95518,7.5,9,5,2.5
95519,7.75,9.5,6.75,3.5
95520,8,8.75,4.25,2
95521,7.25,9.25,3,2.75
95522,7.25,9.75,6.75,6.75
95523,7,9.25,7,2.5
95524,5.75,9.25,5.25,3.5
95525,8,9.25,8.25,3.75
95526,7,7.25,3.25,1.5
95527,8.5,8,7,1.75
95528,6.75,8,5,2.25
95529,8.5,8.75,6.75,2
95530,7.75,8.75,5.5,3.5
95531,7,7.75,4.5,1
95532,7,9.25,7.5,3.25
95533,8.5,9.25,8.25,5
95534,7.25,10,7,5.5
95535,7.5,9.75,8,5.25
95536,6,7.5,7.25,2.75
95537,7,9.25,6.5,5
95539,7.25,9.25,8,3.25
95540,6,9,6.75,2.75
95541,8.5,9.75,7.75,4.75
95542,8.5,9,6.5,2.5
95543,8,9.5,6.25,4.25
95544,6,8.5,5,2.5
95545,7.75,10,8,4
95546,6.5,8.5,4,1.5
95547,6.75,6.25,6.25,1.5
95548,6.25,7.25,6.75,1.25
95549,7.75,9.75,8,3.5
95550,7.25,8.25,6,2.75
95551,7.5,8.5,5.5,3.25
95552,7.5,9.25,3.5,2.25
95553,7.25,8.75,4.5,1.5
95554,7,9.75,8,3.25
95555,7.5,8,6.25,2
95556,7.75,9,7,1.75
95557,7.5,8.75,7.25,2.75
95558,8,9,6.25,2
95559,7.5,9.25,7.25,4.25
95560,8,10,7.75,4.5
95561,7.75,9,5,2.75
95562,7.25,9.25,8,2
95563,7.75,8.75,4.75,1.75
95564,7,9.5,5.75,4
95565,7.75,9.75,3.75,2
95566,7,9.5,6.5,4.25
95567,7.75,9,7.25,2.5
95568,7.75,9.25,6.25,3
95569,7.25,8.25,6,1.25
95570,6.75,8.75,7,2.25
95571,8,8.5,8,5.25
95572,8,9,5.75,2.25
95573,7.75,10,5.25,4.75
95574,7.5,9.75,8.75,3.5
95575,7.25,7,5.75,1.75
95576,7.25,10,8,7.75
95577,7.25,5,4,1.25
95578,7.5,8.25,6.75,2.5
95579,7,9.5,4.5,1.75
95580,7.25,7.75,5,1.25
95581,7,9.75,7.25,4.75
95582,7.5,8.75,5.5,2.5
95583,7,9.25,5.75,2.25
95584,6.75,9.5,6.75,3.5
95585,7.25,8.75,5.5,1.75
95586,7.5,9.25,7,2.25
95587,8.5,9.5,6,3
95588,7,7.75,4.25,1.25
95589,7.5,9.25,6.5,2.75
95590,8.25,9.25,8.5,4.5
95591,6.25,9,5.5,2
95592,6.5,9.5,7.25,3.75
95593,6,9.5,4,2.25
95594,7.75,8,5.25,2.25
95595,7,9.75,7,3.75
95596,6.25,8.5,4.75,2.75
95597,7.25,8.5,7.5,2
95598,5.75,7,3.5,2
95599,6.75,9.25,4.5,2.75
95600,6,8.25,4.25,2.5
95601,7,9,8.75,3.25
95602,8,9.5,7,3.5
95603,7,9.75,6.5,4.75
95604,7,9.5,7,3.25
95605,7.5,8.75,6.75,1.25
95606,7.75,8.75,5,2
95607,6.5,7,7.25,1.5
95608,7.75,9.75,6.75,3
95609,7,4.5,5.5,1.25
95610,8.25,8.5,4.75,2.5
95611,8.25,9.25,7.25,3.75
95612,8.5,9.75,5.25,4.5
95613,7.25,7.75,6,1.75
95614,7.25,9.75,6.25,3.25
95615,6.75,9.25,7.75,2.25
95616,8.5,9.75,8,3.5
95617,8,9.5,6.75,4.5
95618,6.25,7.25,5.25,1.25
95619,8,9,7.25,3
95620,6.5,8.5,4.25,1.75
95621,6.75,9,7.25,4.5
95622,7.75,9.75,7.5,2.75
95623,7.75,9.75,5.5,4.5
95624,6.5,7.5,6,1
95625,7.5,8.5,5.5,2.25
95626,7.75,8,4.75,1
95627,8.5,9.5,5,2.75
95628,8,9.25,8.25,2.5
95629,6.25,6,7.5,5.75
95630,7,9.75,8,7
95631,7.5,7.5,5.75,3.25
95632,8.25,9.75,9.25,7.75
95633,8,8,5.5,1
95634,8.25,9.75,6.75,5
95635,7,8.5,8,7.75
95636,8,9.5,7.25,5.75
95637,8,8.5,6.5,3.5
95638,7.5,7.75,4.75,2.5
95639,6.25,6.25,7.25,5
95640,8,8.5,7.75,5
95641,8.25,7,7,5.25
95642,6,6.5,7.75,3.25
95643,5.5,5.5,3.5,2
95644,8.5,8.5,8.25,5.75
95645,6.75,8,5,1.5
95646,7.5,8,8.75,6
95647,6.5,6.75,5.5,3
95648,7.75,8.5,5,5
95649,7.75,6.75,8.75,3.75
95650,7.25,7.5,4.75,5.75
95651,7.75,9,7.75,8
95652,8,8.75,6.5,4.5
95653,7.75,7.5,6.5,2.75
95654,7.75,8.75,7.25,2.5
95655,7.5,8.25,6.25,4.25
95656,7.25,8.75,7,6.75
95657,7.75,8.75,8,9.25
95658,8.25,5.5,6.5,3.5
95659,7.75,7.25,6.25,3.75
95660,6.25,8.5,8,6
95661,7,8.25,6.25,5.75
95662,7,5,5.5,4
95663,8,9.5,7,5
95664,7.25,9.75,8,3
95665,8.25,7.75,5,5
95666,7.5,8.75,6.25,2.5
95667,6.75,9,9,9
95668,7,5.5,5.75,3.75
95669,6.5,9,8,3
95670,7.75,10,8.5,8.5
95671,7.25,9.5,8,7.25
95672,7,9,7,5
95673,7.25,8,6,5.5
95674,8,7.25,5.25,5.5
95675,8.75,5.75,6,7
95676,8,9,7,4
95677,7,8.25,6,3.75
95678,7.25,6,4.75,6.25
95679,6.75,9.75,6.75,5.5
95680,6.5,9.25,6.75,5.25
95681,6.25,7.25,3.5,0.5
95682,7,8,5.75,6.25
95683,7.5,7,7,4
95684,6.5,6.5,5.75,5.5
95685,6.5,8.25,3.75,6
95686,6.5,7,6.5,4.75
95687,6,8.75,7.75,3
95688,6.5,5.5,4,2
95689,7.5,9.75,7.5,7
95690,5.5,7.5,6.5,6.75
95691,7.5,9.75,6.5,3.75
95692,6.5,6.75,6.5,5.75
95693,6.5,6.25,5,4
95694,7,5.5,3.75,3
95695,8,9,6.75,5.75
95696,6.25,6.5,5.5,3.5
95697,7.75,7.75,8.25,3.5
95698,5.75,6.75,6.5,6.75
95699,6.75,6.5,4.5,2.5
95700,7.75,8.5,8,6.5
95701,6.75,10,8.25,5.5
95702,7.75,9,7.25,6
95703,7,9,7.5,4
95704,6.25,8.25,7,2.5
95705,7.5,9.25,8,2.75
95706,6.25,8.25,6,4.5
95707,7.5,5.5,8,4
95708,4.5,3.75,6.5,6.25
95709,7.25,8.25,5.75,2
95710,6,4.5,3,1
95711,8.25,10,7.5,5
95712,5.75,5,2.75,2.5
95713,8,8.25,8.75,5
95714,7.25,7,8,7.5
95715,7.75,9,7,6
95716,6,6.25,4.75,1.75
95717,7.75,8.25,6.75,4
95718,5,5.75,4.5,3
95719,6.5,5.5,5.25,6
95720,8,4.5,8,3.5
95721,7.5,4.75,3.75,2.5
95722,7.75,7,6.5,4.75
95723,7.25,6,4.25,4
95724,7,6.75,7.75,5
95725,6.5,7.75,5.25,4
95726,7.75,6,7,5.25
95727,7.5,10,8,5.5
95728,7.5,6.75,6,3.75
95729,7.5,7.25,9.25,4.25
95730,6.75,8,5.5,3.75
95731,7,7.5,5.75,4.5
95732,6.5,6.5,5,3
95733,7.25,6.5,6,2.25
95734,6,5.25,6,6.5
95735,7,8.5,8.75,6.75
95736,8.25,9.25,7.75,5.75
95737,8.5,9.25,9,9
95738,8,7.75,5.5,6.25
95739,8.5,8.5,7,2
95740,8.5,9.75,8,8
95741,8,7.75,6,5.25
95742,8,8.25,5,2.75
95743,8.25,7.5,6.25,3.75
95744,7.5,7.5,5.5,5
95745,7,8.5,7.25,5.5
95746,8,8,6.25,5.25
95747,7.25,9,7,4.5
95748,5.75,9,7.25,4
95749,6.5,8,8.5,4.5
95751,7.25,9,6.25,5.5
95752,8,8.25,6,3.5
95753,6,6.5,6,7
95754,6.25,7,8.5,7.5
95755,8,8,7.25,4
95756,6.75,9.25,5.75,3.25
95757,7.25,7,7,5.5
95758,8,8.25,7.25,7
95759,8,8.25,6,6
95760,7,5.75,4.25,0.25
95761,7.5,8.25,7,4.75
95762,7.75,8.5,9.5,3
95763,8,7.75,6.25,2.75
95764,7.75,9,7.75,7.5
95765,8.5,8.25,8.25,4
95766,9,9.25,7.75,3.25
95767,8.25,8.25,7,3
95768,8.25,9,7,5
95769,7.25,8.25,6.75,1
95770,8,8.25,7.25,1.75
95771,8.75,8.75,9.25,5.75
95772,8.5,9.25,8.25,0.5
95773,8,9.75,8.5,3
95774,7.25,9,7.25,0.75
95775,7.75,9,8.75,2.5
95776,7.25,9.25,7.5,3.25
95781,7.5,6.5,8,0.25
95782,8.75,9.25,7,5.25
95785,8.75,9.5,8.25,0.5
95786,7.5,7.75,7,3.25
95787,7.75,8.25,8,0.75
95788,7.25,8.25,8,1.25
95789,8.25,9,8.75,1.25
95790,6.75,9,8.25,3
95791,8,8.25,7.75,2.25
95792,7.5,7.75,8,1
95794,8.25,10,8.5,0.5
95796,7,7.25,8.75,4.25
95797,6.25,8,5.75,0.5
95798,8,9.5,8.75,2.5
95800,7.75,9,7.5,1.25
95802,8.5,9.25,8.5,3.5
95803,8,9.5,8.75,2
95804,8.25,9,8.5,2
95805,7.75,9.25,7.75,1
95806,8.25,10,7.25,1.5
95808,6.5,9,8,2.75
95809,7.25,9,6.5,3.5
95810,8,9,8.75,3.75
95812,7.25,8.75,8,1.25
95814,8.5,10,9.25,2.5
95815,7.75,9.25,6.75,1.5
95816,7.75,8.75,9,3
95817,6.75,8.25,8,3.5
95818,7,6,8,0.75
95820,5.5,7.5,8.25,1.25
95821,7.75,8.75,7.5,2
95822,7.75,8.5,6.75,0.5
95823,7.75,8.25,8.5,2
95825,8,7.5,6.5,0.25
95826,7.5,9.5,8,4
95827,7.5,8.25,7.25,2.5
95828,7,7.25,8.5,0.75
95831,7.75,9,7.5,6
95832,8,7.75,4.25,4.75
95833,7.75,7.5,5.25,4.25
95834,8.5,8.25,6,6
95835,8.25,8.5,7.75,6.5
95836,8,8,5,5.5
95837,8.25,8.5,7,5.75
95838,7.75,7.75,6,4.75
95839,6.75,7.75,6.5,1.5
95840,7.75,9.75,7.5,4.25
95841,7.25,8.75,3.75,2
95842,8.5,8.25,5,4
95843,7,9.75,6.25,5.75
95844,7.5,9.25,4.5,2.75
95845,7.5,9,5,3.5
95846,6,8.75,6.5,2
95847,8,9.5,7,3.25
95848,7.5,9.5,5.75,2.5
95849,8,9,7,2.75
95850,7,9.5,7,3
95851,7.25,8,6.75,2.25
95852,7.25,8.75,7.25,3.25
95853,8.5,9.5,7.5,2.75
95854,7.5,9.5,7.25,2.5
95855,8.25,9.5,7,3.25
95856,7.75,9.25,6.5,3
95857,7.5,8.25,5,3.25
95858,8,10,8.75,4.75
95859,8,9.75,7.5,4.5
95860,7.25,9.25,9.25,2.75
95861,8.5,9.5,6.25,5.5
95862,8,9,7.25,2.25
95863,6.25,9.5,8,2.75
95864,6.75,8,6,2
95865,6.5,9.75,8,5.25
95866,6.75,9.5,8,3.75
95867,7.75,10,7.5,6.25
95868,7.5,9.25,6.75,2.25
95869,7.75,9.75,6.75,3.75
95870,6.75,8,5.25,1.75
95871,7.5,9.25,7,2.75
95872,7.5,9.25,7.5,2.5
95873,7.75,9,6,3.25
95874,7.75,9.5,7.5,3.75
95875,7,8,5.25,2.25
95876,6.75,9.5,7,3
95877,7.5,9.75,7.5,4
95878,7.5,9.5,6.25,3.5
95879,6.25,9.5,5,3.5
95880,6.75,8.75,6,1
95881,7.5,8.25,5,3
95882,6.5,7,6.5,1.25
95883,6,9.25,6.5,2.25
95884,7.5,9.75,7.25,4
95885,5.25,8.75,5.25,2.25
95886,6.25,9.75,5.75,4.25
95887,8.25,9.25,7.75,5
95888,6.75,8.25,6,1.5
95889,7.25,8.25,5,3.25
95890,7.5,9.25,5.5,3.25
95891,8.5,8.75,5.5,2.5
95892,8,10,7,5.75
95893,7,9,2.75,3.25
95894,7.25,9.75,8,3.75
95895,8.5,9.5,6,2.25
95896,8.5,10,7,4.25
95897,6.25,9.5,6,2.5
95898,8,9.25,5.75,4.25
95899,8,9.25,7,3.25
95900,7,9.25,7,2
95901,8.75,9.5,7,4.75
95902,7.5,9.5,5.5,3.25
95903,7.75,9.5,7,3.5
95904,7.75,9.5,7.25,3.75
95905,7.5,9.25,7.5,4.5
95906,8,9.25,6,3
95907,7.5,10,7,5.75
95908,7.25,8.5,7,3
95909,6.25,9.5,6,4.25
95910,8,9.5,7.75,4
95911,7.5,9.75,5.25,4
95912,8,9.5,7,4.5
95913,7.25,9.5,8,3.75
95914,7.75,9.75,7.75,5.25
95915,7.25,9.75,4.25,2.5
95916,7.5,8.75,6,2.5
95917,7,8.5,4,2.75
95918,8.75,9.5,5,5.25
95919,7.5,8.5,5.5,3
95920,8,9,6,2.25
95921,6,10,7,4.75
95922,8,9.5,6.75,4.25
95923,8.25,9,7,2.25
95924,8.75,9.75,7.5,3.75
95925,8,10,6.75,5.75
95926,8,9.75,7,4
95927,7.75,9.75,5.5,4.25
95929,8,8.75,6,4.5
95930,8,7.75,7,2.5
95931,7.75,9.75,7.75,2.5
95932,7.75,10,6,4
95933,7.5,9.25,6.5,3
95934,7.5,9,8,2.5
95935,7.25,8.25,5,2
95937,7.25,9.25,4.5,3.5
95938,7.5,10,7.25,4.5
95939,7.75,10,6.5,4.75
95940,7,7,4.25,2.5
95941,8,9,8,2.5
95942,7.75,9.75,7.5,4
95943,8.25,8.75,7.25,3
95944,7.75,9,6.5,3.25
95945,7,9.25,6.75,3
95946,6.5,10,5,5
95947,7.75,9.75,5.75,4.5
95948,8.25,8.75,7.5,4
95949,8,8.75,7.75,2.75
95950,8.25,9.25,7.25,4.5
95951,7,9.25,6.25,3.5
95952,7.75,9.5,5.5,2.5
95953,7.75,9.75,7.25,3.75
95954,8.25,9.75,7.75,6.5
95955,8,8,6.5,2.75
95956,7.75,8.75,7,2.5
95957,7.5,8.25,7.25,2
95958,6.25,7,6.75,2
95959,7.75,9.75,8.5,5.75
95960,7.5,9.25,2.25,2.5
95961,8.5,9.5,3.5,3
95962,6.75,9.75,8,3.5
95963,6.5,9.75,6.75,4
95964,6.25,8.75,5,2.75
95965,6.75,9.5,4,2.75
95966,7.25,7.75,5.75,3
95967,7.75,9,7.75,3.25
95968,7,9.5,7.25,2.75
95969,8.5,10,7.5,4.5
95970,7.25,9.5,5,2.75
95971,7.25,8.5,6.75,1.75
95972,7.75,9.5,8,3
95973,7,9.5,7.75,3.25
95974,7.25,9,8.75,4
95975,7.5,9.75,6.75,4
95976,6.5,9,6,4.25
95977,7.75,9.75,8.25,6
95978,7.25,8.75,7,1.75
95979,7,9.25,7.25,5
95980,7.5,9.25,7.25,3.5
95981,6.75,8.25,6,2.75
95982,7.5,9,5,4
95983,8.25,9.25,8,3.5
95984,6.75,9.25,5,1
95985,8,8.5,6.25,5.75
95986,7.75,8.5,7,1.5
95987,7.75,9,4.25,2.75
95988,8,9.25,7,3.25
95989,8.5,9.5,8,4.5
95990,7.25,9.5,6.75,5.75
95991,7.5,9,4.75,3.25
95992,7.75,8.5,6,1.75
95993,8,9.25,6.25,3.25
95994,6.5,7.5,3.25,2.25
95995,7.75,9,7.25,3.75
95996,6.75,9.5,7,5.25
95997,8,10,7,4.75
95998,8.25,9,6,4
95999,8.25,9,6,2.75
96000,7.25,9.75,7.25,4
96001,7.75,8.75,7.5,1.25
96002,8,9.75,5,5.25
96003,8.5,9.25,5.75,3
96004,7.75,9.25,5.75,2
96005,7.5,9.5,4.75,2.75
96006,8.25,9.5,8.5,2.5
96007,8.75,9,7.75,2.75
96008,8,8,7,2.5
96009,8.25,10,6.25,2.5
96010,7.5,9.5,5.5,3.5
96011,7.75,10,8,5
96012,7.75,9.75,5,3
96013,8.25,10,6.75,5.75
96014,8.75,10,7.5,6
96015,7.75,9.75,6.25,3.25
96016,7.5,8.5,7.5,2
96017,8.5,9,4.25,2.5
96018,8,9,7.5,2.75
96019,6.75,7.75,7,1.25
96020,8.75,9,6.75,4
96021,8,8.25,6.5,2.75
96022,8.5,8.75,5.75,3.5
96023,8.25,8.75,6.5,3
96024,8.5,9.5,6.5,3
96025,7.75,8.75,4.25,2.25
96026,8.5,8.5,4.5,2.25
96027,8.25,9.25,8,2.75
96028,8.25,9.5,6.75,3
96029,8,10,6.5,4
96030,7,9.5,6,3.5
96031,7.25,9.5,8.75,3.25
96032,7.5,9.5,7.75,3.5
96033,7.5,9.75,6,2.5
96034,8,8.75,6,3.5
96035,7.75,9.5,7.25,3
96036,8,9.5,7.5,3.75
96037,8.25,10,6.75,4.25
96038,7.75,8.75,7.75,1.5
96039,7.5,8.25,6.25,1.5
96040,7,9.5,7,3.25
96041,8,9.75,7,3
96042,7.5,9.5,7.25,3.75
96043,8,8.75,8.5,3.25
96044,8.5,9.25,6.25,3
96045,8,8.75,7,2.5
96046,7.5,10,7,6
96047,8,10,5.25,4.25
96048,8,9.75,8,4.75
96049,8,8.25,6.25,3.75
96050,7.5,7.5,6.25,1
96051,8.25,7,6.5,2.75
96052,7.5,7.25,6,3.75
96053,8.75,9.25,7.75,6.5
96054,8.25,9,8,7.25
96055,8.25,7.25,6.75,3.25
96056,7.25,8.5,5.75,2.75
96057,8.5,7.75,7.75,6.25
96058,7.75,8,6,3.75
96059,7.25,9.25,7,5.5
96060,8.25,8.25,6,2
96061,8,9.5,8,7.75
96062,7,9,5.5,4.25
96063,7.5,8.25,6.75,3.5
96064,8,7.5,6.25,6.75
96065,7.75,8,6.75,4.25
96066,8,8,6.25,2.5
96067,8,10,8.25,8.5
96068,7.5,9.25,8.25,5.75
96069,7.25,9,4,4.5
96070,8.25,9.5,7.25,3
96071,7.75,5.75,4.75,2.75
96072,6.5,7.5,7,4.5
96073,7.5,9,8,7
96074,8,9,7,5.5
96075,7.25,8.25,7,3.75
96076,8.25,8.75,7.25,4.25
96077,8.25,9,7.25,4
96078,7.75,8,7,4.25
96079,7,8.25,8,8.5
96080,8.25,9.5,8.75,8.5
96081,7.25,6.75,8,1.75
96082,8.25,9.25,7,6
96083,7.75,9.25,8,8
96084,7,9,8.5,7.75
96085,8,9.25,5.25,6
96086,8,9.75,8,4.75
96087,7.75,8.25,6.75,2.75
96088,5.75,7.25,6.75,3
96089,6.75,8.25,6.5,5.5
96090,7.75,6,5.25,1
96091,7.75,8.25,4.5,1.75
96092,8.25,8.5,7.25,5.25
96093,7.75,7.75,7.25,6.25
96094,7.25,9.75,7,6
96095,5.75,7,5,3
96096,7.5,9.25,8,4.5
96097,8.25,8.5,8,6.25
96098,7.75,8.25,5,4.5
96099,6.5,7.5,6.5,3
96100,7.5,8,6.25,5.25
96101,6,5,4.5,2
96102,7.75,8.25,8,7.25
96103,7.75,8.75,6.5,4
96104,8.25,8.5,6.5,0.75
96105,8,9.25,7.25,7.75
96106,8.5,8,5.75,3.5
96107,8.75,9.25,7,3.25
96108,8,9,5.5,3
96109,8,8.25,7.25,6.5
96110,6.75,8.75,6.5,1.75
96111,7.25,5.25,4.75,1.5
96112,8,9,8.5,5.75
96113,7.5,7.5,8,4
96114,7.25,7,4.5,2
96115,9,9.25,7.25,9
96116,6,8.25,7,2
96117,7.25,9.5,7.75,3.5
96118,7.5,8,2.75,8.5
96119,7.5,8,8.25,4.75
96120,7.75,9.5,7.75,7.5
96121,6.75,7.25,7.25,7.25
96122,7,8.25,5.25,7
96123,7.75,9.25,8.25,5.75
96124,8.5,8.75,7.5,6.25
96125,8.25,9.5,7.25,4.25
96126,7,7.5,6.25,2.5
96127,7.25,5.25,6.75,5.25
96128,7.75,7,6.25,7.75
96129,7.5,8.5,7,8.75
96130,8,8,8,3.75
96131,8.25,9,6,5.75
96132,7.25,7.25,7.25,8
96133,7.5,9.75,5.5,5.5
96134,8,9.25,8.5,3
96135,8,9,6.25,6.5
96136,7,8.75,7.25,5.75
96137,7.25,8,6.75,5
96138,6.5,6,6.25,1.25
96139,7.25,8,5,6
96140,7.25,7,7.25,5.75
96141,8,8.5,8.25,7
96142,7.75,8.75,5.75,6
96143,8,9.75,7.5,6.5
96144,7.5,8.5,6,2
96145,7.75,6.25,4.5,4.75
96146,7.75,8.25,5,3.75
