site,parameter,date,year,month,day,hour,aqi,unit,duration,qc_name,aqi_categ
Hanoi,PM2.5 - Principal,2016-07-15T03:00:00Z,2016,07,15,03,60,UG/M3,1 Hr,Invalid,Moderate
Hanoi,PM2.5 - Principal,2016-07-15T04:00:00Z,2016,07,15,04,156,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-07-15T05:00:00Z,2016,07,15,05,157,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-07-15T06:00:00Z,2016,07,15,06,155,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-07-15T07:00:00Z,2016,07,15,07,154,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-07-15T08:00:00Z,2016,07,15,08,158,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-07-15T09:00:00Z,2016,07,15,09,160,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-07-15T10:00:00Z,2016,07,15,10,160,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-07-15T11:00:00Z,2016,07,15,11,152,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-07-15T12:00:00Z,2016,07,15,12,136,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups
Hanoi,PM2.5 - Principal,2016-07-15T13:00:00Z,2016,07,15,13,123,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups
Hanoi,PM2.5 - Principal,2016-07-15T14:00:00Z,2016,07,15,14,122,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups
Hanoi,PM2.5 - Principal,2016-07-15T15:00:00Z,2016,07,15,15,111,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups
Hanoi,PM2.5 - Principal,2016-07-15T16:00:00Z,2016,07,15,16,98,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-15T17:00:00Z,2016,07,15,17,88,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-15T18:00:00Z,2016,07,15,18,85,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-15T19:00:00Z,2016,07,15,19,77,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-15T20:00:00Z,2016,07,15,20,78,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-15T21:00:00Z,2016,07,15,21,75,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-15T22:00:00Z,2016,07,15,22,77,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-15T23:00:00Z,2016,07,15,23,77,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-16T00:00:00Z,2016,07,16,00,78,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-16T01:00:00Z,2016,07,16,01,74,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-16T02:00:00Z,2016,07,16,02,74,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-16T03:00:00Z,2016,07,16,03,75,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-16T04:00:00Z,2016,07,16,04,77,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-16T05:00:00Z,2016,07,16,05,73,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-16T06:00:00Z,2016,07,16,06,73,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-16T07:00:00Z,2016,07,16,07,76,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-16T08:00:00Z,2016,07,16,08,94,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-16T09:00:00Z,2016,07,16,09,100,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-16T10:00:00Z,2016,07,16,10,104,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups
Hanoi,PM2.5 - Principal,2016-07-16T11:00:00Z,2016,07,16,11,86,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-16T12:00:00Z,2016,07,16,12,67,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-16T13:00:00Z,2016,07,16,13,57,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-16T14:00:00Z,2016,07,16,14,57,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-16T15:00:00Z,2016,07,16,15,57,UG/M3,1 Hr,Missing,Moderate
Hanoi,PM2.5 - Principal,2016-07-16T16:00:00Z,2016,07,16,16,51,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-16T17:00:00Z,2016,07,16,17,48,UG/M3,1 Hr,Valid,Good
Hanoi,PM2.5 - Principal,2016-07-16T18:00:00Z,2016,07,16,18,55,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-16T19:00:00Z,2016,07,16,19,66,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-16T20:00:00Z,2016,07,16,20,84,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-16T21:00:00Z,2016,07,16,21,72,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-16T22:00:00Z,2016,07,16,22,59,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-16T23:00:00Z,2016,07,16,23,54,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-17T00:00:00Z,2016,07,17,00,56,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-17T01:00:00Z,2016,07,17,01,56,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-17T02:00:00Z,2016,07,17,02,45,UG/M3,1 Hr,Valid,Good
Hanoi,PM2.5 - Principal,2016-07-17T03:00:00Z,2016,07,17,03,37,UG/M3,1 Hr,Valid,Good
Hanoi,PM2.5 - Principal,2016-07-17T04:00:00Z,2016,07,17,04,41,UG/M3,1 Hr,Valid,Good
Hanoi,PM2.5 - Principal,2016-07-17T05:00:00Z,2016,07,17,05,40,UG/M3,1 Hr,Valid,Good
Hanoi,PM2.5 - Principal,2016-07-17T06:00:00Z,2016,07,17,06,47,UG/M3,1 Hr,Valid,Good
Hanoi,PM2.5 - Principal,2016-07-17T07:00:00Z,2016,07,17,07,49,UG/M3,1 Hr,Valid,Good
Hanoi,PM2.5 - Principal,2016-07-17T08:00:00Z,2016,07,17,08,56,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-17T09:00:00Z,2016,07,17,09,69,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-17T10:00:00Z,2016,07,17,10,70,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-17T11:00:00Z,2016,07,17,11,77,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-17T12:00:00Z,2016,07,17,12,76,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-17T13:00:00Z,2016,07,17,13,85,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-17T14:00:00Z,2016,07,17,14,84,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-17T15:00:00Z,2016,07,17,15,79,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-17T16:00:00Z,2016,07,17,16,74,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-17T17:00:00Z,2016,07,17,17,71,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-17T18:00:00Z,2016,07,17,18,61,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-17T19:00:00Z,2016,07,17,19,62,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-17T20:00:00Z,2016,07,17,20,65,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-17T21:00:00Z,2016,07,17,21,74,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-17T22:00:00Z,2016,07,17,22,78,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-17T23:00:00Z,2016,07,17,23,76,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-18T00:00:00Z,2016,07,18,00,74,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-18T01:00:00Z,2016,07,18,01,70,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-18T02:00:00Z,2016,07,18,02,71,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-18T03:00:00Z,2016,07,18,03,78,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-18T04:00:00Z,2016,07,18,04,74,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-18T05:00:00Z,2016,07,18,05,70,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-18T06:00:00Z,2016,07,18,06,71,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-18T07:00:00Z,2016,07,18,07,76,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-18T08:00:00Z,2016,07,18,08,77,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-18T09:00:00Z,2016,07,18,09,84,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-18T10:00:00Z,2016,07,18,10,93,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-18T11:00:00Z,2016,07,18,11,85,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-18T12:00:00Z,2016,07,18,12,71,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-18T13:00:00Z,2016,07,18,13,66,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-18T14:00:00Z,2016,07,18,14,59,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-18T15:00:00Z,2016,07,18,15,61,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-18T16:00:00Z,2016,07,18,16,62,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-18T17:00:00Z,2016,07,18,17,62,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-18T18:00:00Z,2016,07,18,18,58,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-18T19:00:00Z,2016,07,18,19,70,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-18T20:00:00Z,2016,07,18,20,81,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-18T21:00:00Z,2016,07,18,21,93,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-18T22:00:00Z,2016,07,18,22,87,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-18T23:00:00Z,2016,07,18,23,83,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-19T00:00:00Z,2016,07,19,00,74,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-19T01:00:00Z,2016,07,19,01,71,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-19T02:00:00Z,2016,07,19,02,68,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-19T03:00:00Z,2016,07,19,03,62,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-19T04:00:00Z,2016,07,19,04,56,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-19T05:00:00Z,2016,07,19,05,56,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-19T06:00:00Z,2016,07,19,06,54,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-19T07:00:00Z,2016,07,19,07,59,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-19T08:00:00Z,2016,07,19,08,62,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-19T09:00:00Z,2016,07,19,09,68,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-19T10:00:00Z,2016,07,19,10,81,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-19T11:00:00Z,2016,07,19,11,92,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-19T12:00:00Z,2016,07,19,12,94,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-19T13:00:00Z,2016,07,19,13,88,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-19T14:00:00Z,2016,07,19,14,81,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-19T15:00:00Z,2016,07,19,15,68,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-19T16:00:00Z,2016,07,19,16,63,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-19T17:00:00Z,2016,07,19,17,72,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-19T18:00:00Z,2016,07,19,18,62,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-19T19:00:00Z,2016,07,19,19,69,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-19T20:00:00Z,2016,07,19,20,76,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-19T21:00:00Z,2016,07,19,21,82,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-19T22:00:00Z,2016,07,19,22,75,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-19T23:00:00Z,2016,07,19,23,75,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-20T00:00:00Z,2016,07,20,00,72,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-20T01:00:00Z,2016,07,20,01,68,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-20T02:00:00Z,2016,07,20,02,58,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-20T03:00:00Z,2016,07,20,03,55,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-20T04:00:00Z,2016,07,20,04,55,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-20T05:00:00Z,2016,07,20,05,57,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-20T06:00:00Z,2016,07,20,06,52,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-20T07:00:00Z,2016,07,20,07,52,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-20T08:00:00Z,2016,07,20,08,61,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-20T09:00:00Z,2016,07,20,09,68,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-20T10:00:00Z,2016,07,20,10,64,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-20T11:00:00Z,2016,07,20,11,66,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-20T12:00:00Z,2016,07,20,12,60,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-20T13:00:00Z,2016,07,20,13,55,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-20T14:00:00Z,2016,07,20,14,54,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-20T15:00:00Z,2016,07,20,15,63,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-20T16:00:00Z,2016,07,20,16,56,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-20T17:00:00Z,2016,07,20,17,51,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-20T18:00:00Z,2016,07,20,18,53,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-20T19:00:00Z,2016,07,20,19,57,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-20T20:00:00Z,2016,07,20,20,73,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-20T21:00:00Z,2016,07,20,21,82,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-20T22:00:00Z,2016,07,20,22,86,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-20T23:00:00Z,2016,07,20,23,88,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-21T00:00:00Z,2016,07,21,00,75,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-21T01:00:00Z,2016,07,21,01,67,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-21T02:00:00Z,2016,07,21,02,62,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-21T03:00:00Z,2016,07,21,03,60,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-21T04:00:00Z,2016,07,21,04,62,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-21T05:00:00Z,2016,07,21,05,55,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-21T06:00:00Z,2016,07,21,06,57,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-21T07:00:00Z,2016,07,21,07,57,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-21T08:00:00Z,2016,07,21,08,55,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-21T09:00:00Z,2016,07,21,09,56,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-21T10:00:00Z,2016,07,21,10,62,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-21T11:00:00Z,2016,07,21,11,72,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-21T12:00:00Z,2016,07,21,12,73,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-21T13:00:00Z,2016,07,21,13,71,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-21T14:00:00Z,2016,07,21,14,65,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-21T15:00:00Z,2016,07,21,15,64,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-21T16:00:00Z,2016,07,21,16,59,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-21T17:00:00Z,2016,07,21,17,63,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-21T18:00:00Z,2016,07,21,18,64,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-21T19:00:00Z,2016,07,21,19,66,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-21T20:00:00Z,2016,07,21,20,72,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-21T21:00:00Z,2016,07,21,21,78,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-21T22:00:00Z,2016,07,21,22,144,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups
Hanoi,PM2.5 - Principal,2016-07-21T23:00:00Z,2016,07,21,23,93,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-22T00:00:00Z,2016,07,22,00,71,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-22T01:00:00Z,2016,07,22,01,60,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-22T02:00:00Z,2016,07,22,02,51,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-22T03:00:00Z,2016,07,22,03,71,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-22T04:00:00Z,2016,07,22,04,72,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-22T05:00:00Z,2016,07,22,05,74,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-22T06:00:00Z,2016,07,22,06,76,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-22T07:00:00Z,2016,07,22,07,139,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups
Hanoi,PM2.5 - Principal,2016-07-22T08:00:00Z,2016,07,22,08,159,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-07-22T09:00:00Z,2016,07,22,09,161,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-07-22T10:00:00Z,2016,07,22,10,153,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-07-22T11:00:00Z,2016,07,22,11,124,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups
Hanoi,PM2.5 - Principal,2016-07-22T12:00:00Z,2016,07,22,12,111,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups
Hanoi,PM2.5 - Principal,2016-07-22T13:00:00Z,2016,07,22,13,104,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups
Hanoi,PM2.5 - Principal,2016-07-22T14:00:00Z,2016,07,22,14,85,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-22T15:00:00Z,2016,07,22,15,88,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-22T16:00:00Z,2016,07,22,16,71,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-22T17:00:00Z,2016,07,22,17,68,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-22T18:00:00Z,2016,07,22,18,60,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-22T19:00:00Z,2016,07,22,19,62,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-22T20:00:00Z,2016,07,22,20,57,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-22T21:00:00Z,2016,07,22,21,68,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-22T22:00:00Z,2016,07,22,22,66,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-22T23:00:00Z,2016,07,22,23,71,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-23T00:00:00Z,2016,07,23,00,72,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-23T01:00:00Z,2016,07,23,01,72,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-23T02:00:00Z,2016,07,23,02,73,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-23T03:00:00Z,2016,07,23,03,75,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-23T04:00:00Z,2016,07,23,04,68,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-23T05:00:00Z,2016,07,23,05,64,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-23T06:00:00Z,2016,07,23,06,59,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-23T07:00:00Z,2016,07,23,07,58,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-23T08:00:00Z,2016,07,23,08,60,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-23T09:00:00Z,2016,07,23,09,62,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-23T10:00:00Z,2016,07,23,10,68,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-23T11:00:00Z,2016,07,23,11,75,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-23T12:00:00Z,2016,07,23,12,82,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-23T13:00:00Z,2016,07,23,13,82,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-23T14:00:00Z,2016,07,23,14,80,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-23T15:00:00Z,2016,07,23,15,66,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-23T16:00:00Z,2016,07,23,16,64,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-23T17:00:00Z,2016,07,23,17,66,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-23T18:00:00Z,2016,07,23,18,64,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-23T19:00:00Z,2016,07,23,19,70,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-23T20:00:00Z,2016,07,23,20,71,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-23T21:00:00Z,2016,07,23,21,59,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-23T22:00:00Z,2016,07,23,22,59,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-23T23:00:00Z,2016,07,23,23,54,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-24T00:00:00Z,2016,07,24,00,55,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-24T01:00:00Z,2016,07,24,01,56,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-07-24T02:00:00Z,2016,07,24,02,55,UG/M3,1 Hr,Valid,Moderate
