Site,Parameter,Date (LT),Year,Month,Day,Hour,Value,Unit,Duration,QC Name
Hanoi,PM2.5 - Principal,2015-12-25 11:00 PM,2015,12,25,23,-999.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-26 12:00 AM,2015,12,26,00,-999.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-26 01:00 AM,2015,12,26,01,-999.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-26 02:00 AM,2015,12,26,02,-999.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-26 03:00 AM,2015,12,26,03,-999.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-26 04:00 AM,2015,12,26,04,-999.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-26 05:00 AM,2015,12,26,05,-999.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-26 06:00 AM,2015,12,26,06,-999.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-26 07:00 AM,2015,12,26,07,-999.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-26 08:00 AM,2015,12,26,08,-999.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-26 09:00 AM,2015,12,26,09,-999.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-26 10:00 AM,2015,12,26,10,-999.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-26 11:00 AM,2015,12,26,11,-999.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-26 12:00 PM,2015,12,26,12,-999.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-26 01:00 PM,2015,12,26,13,-999.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-26 02:00 PM,2015,12,26,14,-999.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-26 03:00 PM,2015,12,26,15,-999.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-26 04:00 PM,2015,12,26,16,-999.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-26 05:00 PM,2015,12,26,17,-999.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-26 06:00 PM,2015,12,26,18,-999.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-26 07:00 PM,2015,12,26,19,-999.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-26 08:00 PM,2015,12,26,20,-999.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-26 09:00 PM,2015,12,26,21,-999.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-26 10:00 PM,2015,12,26,22,-999.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-26 11:00 PM,2015,12,26,23,-999.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-27 12:00 AM,2015,12,27,00,-999.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-27 01:00 AM,2015,12,27,01,-999.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-27 02:00 AM,2015,12,27,02,-999.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-27 03:00 AM,2015,12,27,03,-999.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-27 04:00 AM,2015,12,27,04,-999.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-27 05:00 AM,2015,12,27,05,-999.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-27 06:00 AM,2015,12,27,06,-999.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-27 07:00 AM,2015,12,27,07,-999.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-27 08:00 AM,2015,12,27,08,50.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-27 09:00 AM,2015,12,27,09,58.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-27 10:00 AM,2015,12,27,10,34.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-27 11:00 AM,2015,12,27,11,32.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-27 12:00 PM,2015,12,27,12,32.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-27 01:00 PM,2015,12,27,13,31.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-27 02:00 PM,2015,12,27,14,36.4,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-27 03:00 PM,2015,12,27,15,48.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-27 04:00 PM,2015,12,27,16,52.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-27 05:00 PM,2015,12,27,17,67.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-27 06:00 PM,2015,12,27,18,54.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-27 07:00 PM,2015,12,27,19,46.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-27 08:00 PM,2015,12,27,20,47.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-27 09:00 PM,2015,12,27,21,56.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-27 10:00 PM,2015,12,27,22,63.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-27 11:00 PM,2015,12,27,23,77.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-28 12:00 AM,2015,12,28,00,71.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-28 01:00 AM,2015,12,28,01,65.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-28 02:00 AM,2015,12,28,02,82.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-28 03:00 AM,2015,12,28,03,89.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-28 04:00 AM,2015,12,28,04,81.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-28 05:00 AM,2015,12,28,05,59.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-28 06:00 AM,2015,12,28,06,65.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-28 07:00 AM,2015,12,28,07,65.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-28 08:00 AM,2015,12,28,08,79.4,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-28 09:00 AM,2015,12,28,09,89.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-28 10:00 AM,2015,12,28,10,80.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-28 11:00 AM,2015,12,28,11,74.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-28 12:00 PM,2015,12,28,12,81.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-28 01:00 PM,2015,12,28,13,84.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-28 02:00 PM,2015,12,28,14,80.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-28 03:00 PM,2015,12,28,15,70.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-28 04:00 PM,2015,12,28,16,78.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-28 05:00 PM,2015,12,28,17,85.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-28 06:00 PM,2015,12,28,18,75.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-28 07:00 PM,2015,12,28,19,85.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-28 08:00 PM,2015,12,28,20,99.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-28 09:00 PM,2015,12,28,21,102.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-28 10:00 PM,2015,12,28,22,97.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-28 11:00 PM,2015,12,28,23,94.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-29 12:00 AM,2015,12,29,00,88.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-29 01:00 AM,2015,12,29,01,81.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-29 02:00 AM,2015,12,29,02,75.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-29 03:00 AM,2015,12,29,03,78.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-29 04:00 AM,2015,12,29,04,67.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-29 05:00 AM,2015,12,29,05,70.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-29 06:00 AM,2015,12,29,06,69.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-29 07:00 AM,2015,12,29,07,59.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-29 08:00 AM,2015,12,29,08,54.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-29 09:00 AM,2015,12,29,09,56.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-29 10:00 AM,2015,12,29,10,55.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-29 11:00 AM,2015,12,29,11,48.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-29 12:00 PM,2015,12,29,12,-999.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-29 01:00 PM,2015,12,29,13,35.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-29 02:00 PM,2015,12,29,14,32.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-29 03:00 PM,2015,12,29,15,25.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-29 04:00 PM,2015,12,29,16,34.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-29 05:00 PM,2015,12,29,17,36.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-29 06:00 PM,2015,12,29,18,25.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-29 07:00 PM,2015,12,29,19,35.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-29 08:00 PM,2015,12,29,20,38.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-29 09:00 PM,2015,12,29,21,38.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-29 10:00 PM,2015,12,29,22,36.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-29 11:00 PM,2015,12,29,23,33.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-30 12:00 AM,2015,12,30,00,26.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-30 01:00 AM,2015,12,30,01,27.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-30 02:00 AM,2015,12,30,02,18.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-30 03:00 AM,2015,12,30,03,22.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-30 04:00 AM,2015,12,30,04,24.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-30 05:00 AM,2015,12,30,05,21.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-30 06:00 AM,2015,12,30,06,26.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-30 07:00 AM,2015,12,30,07,26.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-30 08:00 AM,2015,12,30,08,26.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-30 09:00 AM,2015,12,30,09,30.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-30 10:00 AM,2015,12,30,10,33.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-30 11:00 AM,2015,12,30,11,-999.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-30 12:00 PM,2015,12,30,12,-999.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-30 01:00 PM,2015,12,30,13,17.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-30 02:00 PM,2015,12,30,14,21.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-30 03:00 PM,2015,12,30,15,21.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-30 04:00 PM,2015,12,30,16,26.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-30 05:00 PM,2015,12,30,17,29.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-30 06:00 PM,2015,12,30,18,33.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-30 07:00 PM,2015,12,30,19,38.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-30 08:00 PM,2015,12,30,20,31.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-30 09:00 PM,2015,12,30,21,33.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-30 10:00 PM,2015,12,30,22,33.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-30 11:00 PM,2015,12,30,23,40.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-31 12:00 AM,2015,12,31,00,44.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-31 01:00 AM,2015,12,31,01,45.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-31 02:00 AM,2015,12,31,02,51.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-31 03:00 AM,2015,12,31,03,51.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-31 04:00 AM,2015,12,31,04,53.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-31 05:00 AM,2015,12,31,05,44.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-31 06:00 AM,2015,12,31,06,43.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2015-12-31 07:00 AM,2015,12,31,07,45.4,UG/M3,1 Hr,Valid
