Site,Parameter,Date (LT),Year,Month,Day,Hour,AQI,AQI Category,24-hr. Midpoint Avg. Conc.,Raw Conc.,Conc. Unit,Duration,QC Name
Hanoi,PM2.5 - Principal,2016-12-20 07:00 PM,2016,12,20,19,104,3,36.8,36.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-20 08:00 PM,2016,12,20,20,104,3,36.8,49.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-20 09:00 PM,2016,12,20,21,104,3,36.6,41.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-20 10:00 PM,2016,12,20,22,105,3,37.0,40.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-20 11:00 PM,2016,12,20,23,106,3,37.4,35.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-21 12:00 AM,2016,12,21,00,106,3,37.4,34.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-21 01:00 AM,2016,12,21,01,105,3,37.2,38.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-21 02:00 AM,2016,12,21,02,105,3,37.1,25.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-21 03:00 AM,2016,12,21,03,104,3,36.8,25.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-21 04:00 AM,2016,12,21,04,105,3,37.0,36.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-21 05:00 AM,2016,12,21,05,105,3,37.2,26.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-21 06:00 AM,2016,12,21,06,106,3,37.7,29.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-21 07:00 AM,2016,12,21,07,107,3,38.0,33.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-21 08:00 AM,2016,12,21,08,108,3,38.2,31.4,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-21 09:00 AM,2016,12,21,09,107,3,38.1,45.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-21 10:00 AM,2016,12,21,10,108,3,38.3,52.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-21 11:00 AM,2016,12,21,11,108,3,38.3,52.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-21 12:00 PM,2016,12,21,12,109,3,38.8,41.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-21 01:00 PM,2016,12,21,13,111,3,39.4,37.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-21 02:00 PM,2016,12,21,14,112,3,39.9,41.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-21 03:00 PM,2016,12,21,15,112,3,40.0,41.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-21 04:00 PM,2016,12,21,16,112,3,40.1,40.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-21 05:00 PM,2016,12,21,17,111,3,39.4,38.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-21 06:00 PM,2016,12,21,18,111,3,39.5,35.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-21 07:00 PM,2016,12,21,19,111,3,39.7,41.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-21 08:00 PM,2016,12,21,20,111,3,39.6,46.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-21 09:00 PM,2016,12,21,21,111,3,39.7,48.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-21 10:00 PM,2016,12,21,22,108,3,38.3,39.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-21 11:00 PM,2016,12,21,23,104,3,36.6,49.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-22 12:00 AM,2016,12,22,00,99,2,34.7,48.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-22 01:00 AM,2016,12,22,01,96,2,33.6,50.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-22 02:00 AM,2016,12,22,02,94,2,32.6,28.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-22 03:00 AM,2016,12,22,03,92,2,31.6,27.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-22 04:00 AM,2016,12,22,04,90,2,30.8,20.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-22 05:00 AM,2016,12,22,05,89,2,30.0,27.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-22 06:00 AM,2016,12,22,06,88,2,29.6,33.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-22 07:00 AM,2016,12,22,07,88,2,29.6,32.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-22 08:00 AM,2016,12,22,08,88,2,29.7,32.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-22 09:00 AM,2016,12,22,09,88,2,29.6,12.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-22 10:00 AM,2016,12,22,10,88,2,29.9,9.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-22 11:00 AM,2016,12,22,11,89,2,30.3,9.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-22 12:00 PM,2016,12,22,12,90,2,30.7,14.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-22 01:00 PM,2016,12,22,13,91,2,31.2,13.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-22 02:00 PM,2016,12,22,14,91,2,31.3,18.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-22 03:00 PM,2016,12,22,15,94,2,32.7,21.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-22 04:00 PM,2016,12,22,16,98,2,34.6,21.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-22 05:00 PM,2016,12,22,17,106,3,37.5,30.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-22 06:00 PM,2016,12,22,18,113,3,40.2,35.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-22 07:00 PM,2016,12,22,19,118,3,42.3,43.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-22 08:00 PM,2016,12,22,20,122,3,44.1,44.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-22 09:00 PM,2016,12,22,21,127,3,45.9,54.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-22 10:00 PM,2016,12,22,22,131,3,47.7,49.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-22 11:00 PM,2016,12,22,23,137,3,50.2,59.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-23 12:00 AM,2016,12,23,00,143,3,52.4,59.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-23 01:00 AM,2016,12,23,01,146,3,53.6,52.4,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-23 02:00 AM,2016,12,23,02,149,3,55.1,64.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-23 03:00 AM,2016,12,23,03,152,4,56.6,71.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-23 04:00 AM,2016,12,23,04,152,4,58.1,90.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-23 05:00 AM,2016,12,23,05,153,4,60.0,93.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-23 06:00 AM,2016,12,23,06,154,4,61.3,84.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-23 07:00 AM,2016,12,23,07,155,4,62.8,74.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-23 08:00 AM,2016,12,23,08,156,4,64.3,76.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-23 09:00 AM,2016,12,23,09,156,4,66.0,56.4,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-23 10:00 AM,2016,12,23,10,157,4,67.8,69.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-23 11:00 AM,2016,12,23,11,158,4,68.2,60.4,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-23 12:00 PM,2016,12,23,12,158,4,68.3,45.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-23 01:00 PM,2016,12,23,13,158,4,68.1,49.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-23 02:00 PM,2016,12,23,14,158,4,68.4,54.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-23 03:00 PM,2016,12,23,15,158,4,68.3,57.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-23 04:00 PM,2016,12,23,16,158,4,68.5,64.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-23 05:00 PM,2016,12,23,17,157,4,67.9,63.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-23 06:00 PM,2016,12,23,18,157,4,66.2,71.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-23 07:00 PM,2016,12,23,19,156,4,64.5,79.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-23 08:00 PM,2016,12,23,20,155,4,63.7,84.4,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-23 09:00 PM,2016,12,23,21,155,4,62.6,96.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-23 10:00 PM,2016,12,23,22,155,4,62.7,60.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-23 11:00 PM,2016,12,23,23,155,4,62.3,59.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-24 12:00 AM,2016,12,24,00,155,4,62.7,55.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-24 01:00 AM,2016,12,24,01,155,4,63.8,59.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-24 02:00 AM,2016,12,24,02,155,4,64.2,63.4,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-24 03:00 AM,2016,12,24,03,156,4,64.8,76.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-24 04:00 AM,2016,12,24,04,156,4,65.2,76.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-24 05:00 AM,2016,12,24,05,156,4,65.0,52.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-24 06:00 AM,2016,12,24,06,155,4,64.2,43.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-24 07:00 AM,2016,12,24,07,155,4,63.1,53.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-24 08:00 AM,2016,12,24,08,154,4,62.0,51.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-24 09:00 AM,2016,12,24,09,154,4,60.6,58.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-24 10:00 AM,2016,12,24,10,153,4,59.0,61.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-24 11:00 AM,2016,12,24,11,152,4,58.4,68.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-24 12:00 PM,2016,12,24,12,152,4,57.5,71.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-24 01:00 PM,2016,12,24,13,152,4,56.5,59.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-24 02:00 PM,2016,12,24,14,150,3,55.3,68.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-24 03:00 PM,2016,12,24,15,146,3,53.7,66.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-24 04:00 PM,2016,12,24,16,141,3,51.6,59.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-24 05:00 PM,2016,12,24,17,136,3,49.9,45.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-24 06:00 PM,2016,12,24,18,134,3,49.1,44.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-24 07:00 PM,2016,12,24,19,134,3,49.0,51.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-24 08:00 PM,2016,12,24,20,132,3,48.2,51.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-24 09:00 PM,2016,12,24,21,131,3,47.5,57.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-24 10:00 PM,2016,12,24,22,128,3,46.6,47.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-24 11:00 PM,2016,12,24,23,126,3,45.6,38.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-25 12:00 AM,2016,12,25,00,123,3,44.4,30.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-25 01:00 AM,2016,12,25,01,119,3,43.0,29.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-25 02:00 AM,2016,12,25,02,117,3,42.1,25.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-25 03:00 AM,2016,12,25,03,115,3,41.0,25.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-25 04:00 AM,2016,12,25,04,112,3,40.0,34.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-25 05:00 AM,2016,12,25,05,110,3,39.3,33.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-25 06:00 AM,2016,12,25,06,110,3,39.1,40.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-25 07:00 AM,2016,12,25,07,110,3,39.1,35.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-25 08:00 AM,2016,12,25,08,109,3,38.9,35.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-25 09:00 AM,2016,12,25,09,108,3,38.5,35.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-25 10:00 AM,2016,12,25,10,107,3,38.0,38.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-25 11:00 AM,2016,12,25,11,106,3,37.6,38.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-25 12:00 PM,2016,12,25,12,106,3,37.6,37.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-25 01:00 PM,2016,12,25,13,107,3,38.0,37.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-25 02:00 PM,2016,12,25,14,108,3,38.2,42.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-25 03:00 PM,2016,12,25,15,108,3,38.5,43.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-25 04:00 PM,2016,12,25,16,109,3,38.7,42.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-25 05:00 PM,2016,12,25,17,109,3,38.7,42.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-25 06:00 PM,2016,12,25,18,109,3,38.6,44.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-25 07:00 PM,2016,12,25,19,108,3,38.3,46.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-25 08:00 PM,2016,12,25,20,108,3,38.2,42.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-25 09:00 PM,2016,12,25,21,108,3,38.2,45.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-25 10:00 PM,2016,12,25,22,108,3,38.3,38.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-25 11:00 PM,2016,12,25,23,108,3,38.3,39.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-26 12:00 AM,2016,12,26,00,108,3,38.2,39.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-26 01:00 AM,2016,12,26,01,108,3,38.2,33.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-26 02:00 AM,2016,12,26,02,108,3,38.4,31.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-26 03:00 AM,2016,12,26,03,106,3,37.4,31.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-26 04:00 AM,2016,12,26,04,104,3,36.6,34.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-26 05:00 AM,2016,12,26,05,102,3,36.0,32.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-26 06:00 AM,2016,12,26,06,100,2,35.3,32.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-26 07:00 AM,2016,12,26,07,99,2,34.8,34.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-26 08:00 AM,2016,12,26,08,98,2,34.3,34.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-26 09:00 AM,2016,12,26,09,97,2,34.1,38.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-26 10:00 AM,2016,12,26,10,96,2,33.5,37.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-26 11:00 AM,2016,12,26,11,95,2,33.1,37.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-26 12:00 PM,2016,12,26,12,93,2,32.3,38.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-26 01:00 PM,2016,12,26,13,93,2,32.3,41.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-26 02:00 PM,2016,12,26,14,96,2,33.4,19.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-26 03:00 PM,2016,12,26,15,96,2,33.4,24.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-26 04:00 PM,2016,12,26,16,96,2,33.3,27.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-26 05:00 PM,2016,12,26,17,94,2,32.7,25.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-26 06:00 PM,2016,12,26,18,94,2,32.4,31.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-26 07:00 PM,2016,12,26,19,92,2,31.8,36.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-26 08:00 PM,2016,12,26,20,91,2,30.9,35.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-26 09:00 PM,2016,12,26,21,89,2,30.3,32.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-26 10:00 PM,2016,12,26,22,88,2,29.6,27.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-26 11:00 PM,2016,12,26,23,87,2,29.2,20.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-27 12:00 AM,2016,12,27,00,86,2,28.8,38.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-27 01:00 AM,2016,12,27,01,85,2,28.4,61.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-27 02:00 AM,2016,12,27,02,84,2,27.8,32.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-27 03:00 AM,2016,12,27,03,85,2,28.2,26.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-27 04:00 AM,2016,12,27,04,85,2,28.4,22.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-27 05:00 AM,2016,12,27,05,80,2,25.7,23.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-27 06:00 AM,2016,12,27,06,70,2,21.3,16.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-27 07:00 AM,2016,12,27,07,63,2,17.7,14.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-27 08:00 AM,2016,12,27,08,64,2,18.3,19.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-27 09:00 AM,2016,12,27,09,66,2,19.1,20.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-27 10:00 AM,2016,12,27,10,66,2,19.1,-999.0,UG/M3,1 Hr,Missing
Hanoi,PM2.5 - Principal,2016-12-27 11:00 AM,2016,12,27,11,-999,-999,-999.0,-999.0,UG/M3,1 Hr,Missing
Hanoi,PM2.5 - Principal,2016-12-27 12:00 PM,2016,12,27,12,-999,-999,-999.0,-999.0,UG/M3,1 Hr,Missing
Hanoi,PM2.5 - Principal,2016-12-27 01:00 PM,2016,12,27,13,-999,-999,-999.0,-999.0,UG/M3,1 Hr,Missing
Hanoi,PM2.5 - Principal,2016-12-27 02:00 PM,2016,12,27,14,-999,-999,-999.0,-999.0,UG/M3,1 Hr,Missing
Hanoi,PM2.5 - Principal,2016-12-27 03:00 PM,2016,12,27,15,-999,-999,-999.0,-999.0,UG/M3,1 Hr,Missing
Hanoi,PM2.5 - Principal,2016-12-27 04:00 PM,2016,12,27,16,-999,-999,-999.0,-999.0,UG/M3,1 Hr,Missing
Hanoi,PM2.5 - Principal,2016-12-27 05:00 PM,2016,12,27,17,-999,-999,-999.0,-999.0,UG/M3,1 Hr,Missing
Hanoi,PM2.5 - Principal,2016-12-27 06:00 PM,2016,12,27,18,-999,-999,-999.0,-999.0,UG/M3,1 Hr,Missing
Hanoi,PM2.5 - Principal,2016-12-27 07:00 PM,2016,12,27,19,-999,-999,-999.0,-999.0,UG/M3,1 Hr,Missing
Hanoi,PM2.5 - Principal,2016-12-27 08:00 PM,2016,12,27,20,-999,-999,-999.0,-999.0,UG/M3,1 Hr,Missing
Hanoi,PM2.5 - Principal,2016-12-27 09:00 PM,2016,12,27,21,-999,-999,-999.0,-999.0,UG/M3,1 Hr,Missing
Hanoi,PM2.5 - Principal,2016-12-27 10:00 PM,2016,12,27,22,-999,-999,-999.0,-999.0,UG/M3,1 Hr,Missing
Hanoi,PM2.5 - Principal,2016-12-27 11:00 PM,2016,12,27,23,-999,-999,-999.0,-999.0,UG/M3,1 Hr,Missing
Hanoi,PM2.5 - Principal,2016-12-28 12:00 AM,2016,12,28,00,-999,-999,-999.0,-999.0,UG/M3,1 Hr,Missing
Hanoi,PM2.5 - Principal,2016-12-28 01:00 AM,2016,12,28,01,-999,-999,-999.0,-999.0,UG/M3,1 Hr,Missing
Hanoi,PM2.5 - Principal,2016-12-28 02:00 AM,2016,12,28,02,-999,-999,-999.0,-999.0,UG/M3,1 Hr,Missing
Hanoi,PM2.5 - Principal,2016-12-28 03:00 AM,2016,12,28,03,-999,-999,-999.0,-999.0,UG/M3,1 Hr,Missing
Hanoi,PM2.5 - Principal,2016-12-28 04:00 AM,2016,12,28,04,-999,-999,-999.0,-999.0,UG/M3,1 Hr,Missing
Hanoi,PM2.5 - Principal,2016-12-28 05:00 AM,2016,12,28,05,-999,-999,-999.0,-999.0,UG/M3,1 Hr,Missing
Hanoi,PM2.5 - Principal,2016-12-28 06:00 AM,2016,12,28,06,-999,-999,-999.0,-999.0,UG/M3,1 Hr,Missing
Hanoi,PM2.5 - Principal,2016-12-28 07:00 AM,2016,12,28,07,-999,-999,-999.0,-999.0,UG/M3,1 Hr,Missing
Hanoi,PM2.5 - Principal,2016-12-28 08:00 AM,2016,12,28,08,-999,-999,-999.0,-999.0,UG/M3,1 Hr,Missing
Hanoi,PM2.5 - Principal,2016-12-28 09:00 AM,2016,12,28,09,-999,-999,-999.0,-999.0,UG/M3,1 Hr,Missing
Hanoi,PM2.5 - Principal,2016-12-28 10:00 AM,2016,12,28,10,-999,-999,-999.0,-999.0,UG/M3,1 Hr,Missing
Hanoi,PM2.5 - Principal,2016-12-28 11:00 AM,2016,12,28,11,-999,-999,-999.0,-999.0,UG/M3,1 Hr,Missing
Hanoi,PM2.5 - Principal,2016-12-28 12:00 PM,2016,12,28,12,-999,-999,-999.0,-999.0,UG/M3,1 Hr,Missing
Hanoi,PM2.5 - Principal,2016-12-28 01:00 PM,2016,12,28,13,-999,-999,-999.0,-999.0,UG/M3,1 Hr,Missing
Hanoi,PM2.5 - Principal,2016-12-28 02:00 PM,2016,12,28,14,-999,-999,-999.0,33.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-28 03:00 PM,2016,12,28,15,89,2,30.3,28.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-28 04:00 PM,2016,12,28,16,88,2,29.6,28.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-28 05:00 PM,2016,12,28,17,100,2,35.2,43.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-28 06:00 PM,2016,12,28,18,117,3,42.2,49.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-28 07:00 PM,2016,12,28,19,148,3,54.6,65.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-28 08:00 PM,2016,12,28,20,162,4,76.7,85.4,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-28 09:00 PM,2016,12,28,21,161,4,75.4,98.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-28 10:00 PM,2016,12,28,22,161,4,74.0,102.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-28 11:00 PM,2016,12,28,23,160,4,72.9,119.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-29 12:00 AM,2016,12,29,00,159,4,71.5,70.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-29 01:00 AM,2016,12,29,01,159,4,70.4,69.4,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-29 02:00 AM,2016,12,29,02,158,4,69.4,83.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-29 03:00 AM,2016,12,29,03,158,4,69.7,86.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-29 04:00 AM,2016,12,29,04,159,4,70.6,121.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2016-12-29 05:00 AM,2016,12,29,05,160,4,72.4,121.1,UG/M3,1 Hr,Valid
