XV,Subaru,SUV,Nhập khẩu,1.368,1.34,2.0 H4,148,196
Impreza WRX,Subaru,Sedan,Nhập khẩu,1.81,1.773,2.0 H4 Turbo,264,350
Impreza WRX STI,Subaru,Sedan,Nhập khẩu,1.81,1.78,2.5 H4 Turbo,296,407
Legacy 2.5i-S,Subaru,Sedan,Nhập khẩu,1.567,1.535,2.5 H4,175,235
Legacy 3.6R,Subaru,Sedan,Nhập khẩu,1.666,1.632,3.6 H6,256,350
Polo Sedan,Volkswagen,Sedan,Nhập khẩu,695,681,1.6 I4,105,153
Polo Hatchback,Volkswagen,Hatchback,Nhập khẩu,730,715,1.6 I4,105,153
New Passat,Volkswagen,Sedan,Nhập khẩu,1.299,1.273,1.8 TSI,180,250
Tiguan,Volkswagen,SUV,Nhập khẩu,1.29,1.264,2.0 TSI,170,280
Touareg GP,Volkswagen,SUV,Nhập khẩu,2.889,2.831,3.6 V6 FSI,280,360
Sharan,Volkswagen,MPV,Nhập khẩu,1.9,1.862,2.0 I4,220,350
Swift,Suzuki,Hatchback,Lắp ráp,569,557,1.4 I4,94,130
Swift Special,Suzuki,Hatchback,Lắp ráp,575,562,1.4 I4,94,130
Vitara,Suzuki,Crossover,Nhập khẩu,759,740,1.6 I4,115,151
New Ertiga,Suzuki,MPV,Nhập khẩu,639,621,1.4 I4,94,130
Ciaz,Suzuki,Sedan,Nhập khẩu,580,568,1.4 I4,91,130
Logan,Renault,Sedan,Nhập khẩu,599,589,1.6 I4,102,145
Sandero,Renault,SUV,Nhập khẩu,669,656,1.6 I4,102,145
Duster,Renault,SUV,Nhập khẩu,849,824,2.0 I4,143,195
Megan Hatchback,Renault,Hatchback,Nhập khẩu,980,960,1.6 I4,120,152
Latitude 2.0,Renault,Sedan,Nhập khẩu,1.378,1.35,2.0 I4,141,195
Latitude 2.5,Renault,Sedan,Nhập khẩu,1.49,1.46,2.5 I4,180,237
Koleos 4x2,Renault,SUV,Nhập khẩu,1.419,1.39,2.5 I4,170,226
Koleos 4x4,Renault,SUV,Nhập khẩu,1.494,1.464,2.5 I4,170,226
Talisman,Renault,sedan,Nhập khẩu,1.499,1.47,1.6 I4 TCe,190,260
208 Hatchback,Peugeot,Hatchback,Nhập khẩu,895,847,1.6 I4,120,160
308,Peugeot,Hatchback,Nhập khẩu,1.28,1.28,1.6 I4,156,240
3008 SUV,Peugeot,SUV,Lắp ráp,1.19,1.146,1.6 I4,167,245
2008 Crossover,Peugeot,Crossover,Nhập khẩu,1.1,1.1,1.6 I4,120,160
508 Sedan,Peugeot,Sedan,Nhập khẩu,1.465,1.409,1.6 I4,156,240
mu-X 2.5 MT,Isuzu,SUV,Nhập khẩu,899,881,2.5 I4,136,320
mu-X 3.0 AT,Isuzu,SUV,Nhập khẩu,960,932,3.0 I4,163,380
D-Max LS 4x2 MT,Isuzu,Pick-up,Nhập khẩu,619,605,2.5 I4,136,320
D-Max LS 4x2 AT,Isuzu,Pick-up,Nhập khẩu,663,649,2.5 I4,136,320
D-Max LS 4x4 MT,Isuzu,Pick-up,Nhập khẩu,663,649,2.5 I4,136,320
D-Max LS 4x4 AT,Isuzu,Pick-up,Nhập khẩu,707,692,2.5 I4,136,320
D-Max LS 3.0 4x4 AT,Isuzu,Pick-up,Nhập khẩu,785,769,3.0 I4,163,380
Quattroporte,Maserati,Sedan,Nhập khẩu,6.118,5.995,3.0 V6,350,500
Quattroporte S,Maserati,Sedan,Nhập khẩu,6.898,6.76,3.0 V6,410,550
Quattroporte S Q4,Maserati,Sedan,Nhập khẩu,7.138,6.995,3.0 V6,410,550
Quattroporte GTS,Maserati,Sedan,Nhập khẩu,10.379,10.171,3.8 V8,530,710
Ghibli,Maserati,Sedan,Nhập khẩu,4.568,4.476,3.0 V6,350,500
Ghibli S,Maserati,Sedan,Nhập khẩu,5.238,5.133,3.0 V6,410,550
Ghibli S Q4,Maserati,Sedan,Nhập khẩu,5.416,5.307,3.0 V6,410,550
Levante,Maserati,SUV,Nhập khẩu,4.99,4.89,3.0 V6,350,500
Levante S,Maserati,SUV,Nhập khẩu,6.099,5.982,3.0 V6,430,580
S90 Momentum,Volvo,Sedan,Nhập khẩu,2.368,2.36,2.0 I4,254,350
S90 Inscription,Volvo,Sedan,Nhập khẩu,2.699,2.69,2.0 I4,254,350
XC60 R-Design,Volvo,SUV,Nhập khẩu,1.96,1.955,2.0 I4,245,350
XC90 Momentum,Volvo,SUV,Nhập khẩu,3.399,3.39,2.0 I4,320,400
XC90 Inscription,Volvo,SUV,Nhập khẩu,3.99,3.98,2.0 I4,320,400
